,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119
630,630,0.991,0.991,0.991,0.853,0.883,0.991,0.991,0.991,0.759,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.853,0.991,0.991,0.991,0.991,0.991,0.991,0.852,0.991,0.991,0.991,0.573,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.883,0.840,0.883,0.883,0.884,0.884,0.991,0.991,0.991,0.991,0.991,0.991,0.884,0.991,0.991,0.991,0.853,0.883,0.991,0.991,0.991,0.759,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.853,0.991,0.991,0.991,0.991,0.991,0.991,0.852,0.991,0.991,0.991,0.573,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.883,0.840,0.883,0.883,0.884,0.884,0.991,0.991,0.991,0.991,0.991,0.991,0.884,0.991
631,631,0.985,0.985,0.879,0.985,0.920,0.883,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.874,0.985,0.874,0.985,0.985,0.874,0.985,0.853,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.874,0.874,0.985,0.985,0.874,0.874,0.874,0.874,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.879,0.985,0.920,0.883,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.874,0.985,0.874,0.985,0.985,0.874,0.985,0.853,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.874,0.874,0.985,0.985,0.874,0.874,0.874,0.874,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
632,632,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.927,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.927,0.996,0.996,0.927,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.927,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.927,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.927,0.996,0.996,0.927,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.927,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
633,633,0.991,0.991,0.991,0.991,0.860,0.856,0.991,0.991,0.855,0.991,0.991,0.858,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.870,0.824,0.991,0.858,0.991,0.991,0.858,0.991,0.873,0.858,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.870,0.991,0.866,0.991,0.863,0.991,0.991,0.991,0.861,0.863,0.991,0.866,0.866,0.991,0.866,0.991,0.991,0.866,0.991,0.866,0.991,0.991,0.991,0.991,0.860,0.856,0.991,0.991,0.855,0.991,0.991,0.858,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.870,0.824,0.991,0.858,0.991,0.991,0.858,0.991,0.873,0.858,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.870,0.991,0.866,0.991,0.863,0.991,0.991,0.991,0.861,0.863,0.991,0.866,0.866,0.991,0.866,0.991,0.991,0.866,0.991,0.866,0.991
634,634,0.015,0.045,0.076,0.047,0.049,0.113,0.011,0.015,0.021,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.053,0.015,0.011,0.129,0.015,0.015,0.095,0.015,0.051,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.048,0.048,0.015,0.038,0.215,0.015,0.218,0.048,0.095,0.218,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.045,0.076,0.047,0.049,0.113,0.011,0.015,0.021,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.053,0.015,0.011,0.129,0.015,0.015,0.095,0.015,0.051,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.048,0.048,0.015,0.038,0.215,0.015,0.218,0.048,0.095,0.218,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
635,635,0.946,0.946,0.946,0.946,0.877,0.921,0.946,0.956,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.956,0.921,0.921,0.632,0.946,0.946,0.946,0.946,0.946,0.946,0.877,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.921,0.922,0.922,0.946,0.922,0.946,0.922,0.921,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.877,0.921,0.946,0.956,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.956,0.921,0.921,0.632,0.946,0.946,0.946,0.946,0.946,0.946,0.877,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.921,0.922,0.922,0.946,0.922,0.946,0.922,0.921,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946
636,636,0.966,0.966,0.966,0.966,0.931,0.904,0.966,0.966,0.896,0.966,0.966,0.966,0.966,0.796,0.966,0.966,0.966,0.796,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.877,0.966,0.966,0.882,0.966,0.883,0.877,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.880,0.880,0.882,0.966,0.966,0.882,0.880,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.931,0.904,0.966,0.966,0.896,0.966,0.966,0.966,0.966,0.796,0.966,0.966,0.966,0.796,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.877,0.966,0.966,0.882,0.966,0.883,0.877,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.880,0.880,0.882,0.966,0.966,0.882,0.880,0.966,0.966,0.966,0.966,0.966,0.966,0.966
637,637,0.688,0.907,0.887,0.688,0.885,0.908,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.908,0.907,0.893,0.688,0.688,0.688,0.688,0.890,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.907,0.907,0.907,0.907,0.688,0.688,0.688,0.688,0.907,0.907,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.907,0.887,0.688,0.885,0.908,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.908,0.907,0.893,0.688,0.688,0.688,0.688,0.890,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.907,0.907,0.907,0.907,0.688,0.688,0.688,0.688,0.907,0.907,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688
638,638,0.062,0.177,0.178,0.178,0.110,0.610,0.062,0.285,0.062,0.062,0.349,0.062,0.062,0.062,0.112,0.062,0.062,0.062,0.062,0.062,0.062,0.178,0.643,0.062,0.062,0.062,0.062,0.112,0.545,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.643,0.643,0.062,0.643,0.062,0.260,0.062,0.062,0.643,0.643,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.177,0.178,0.178,0.110,0.610,0.062,0.285,0.062,0.062,0.349,0.062,0.062,0.062,0.112,0.062,0.062,0.062,0.062,0.062,0.062,0.178,0.643,0.062,0.062,0.062,0.062,0.112,0.545,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.643,0.643,0.062,0.643,0.062,0.260,0.062,0.062,0.643,0.643,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062
639,639,0.970,0.970,0.900,0.970,0.892,0.887,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.887,0.887,0.908,0.970,0.783,0.970,0.970,0.853,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.853,0.853,0.970,0.970,0.970,0.970,0.853,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.900,0.970,0.892,0.887,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.887,0.887,0.908,0.970,0.783,0.970,0.970,0.853,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.853,0.853,0.970,0.970,0.970,0.970,0.853,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970
640,640,0.972,0.972,0.972,0.972,0.972,0.983,0.972,0.972,0.900,0.972,0.972,0.972,0.891,0.972,0.898,0.972,0.972,0.972,0.972,0.972,0.891,0.983,0.911,0.972,0.972,0.972,0.972,0.972,0.903,0.972,0.972,0.972,0.972,0.891,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.914,0.914,0.972,0.911,0.972,0.914,0.972,0.972,0.914,0.914,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.983,0.972,0.972,0.900,0.972,0.972,0.972,0.891,0.972,0.898,0.972,0.972,0.972,0.972,0.972,0.891,0.983,0.911,0.972,0.972,0.972,0.972,0.972,0.903,0.972,0.972,0.972,0.972,0.891,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.914,0.914,0.972,0.911,0.972,0.914,0.972,0.972,0.914,0.914,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972
641,641,0.009,0.041,0.051,0.021,0.028,0.040,0.011,0.009,0.004,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.006,0.026,0.005,0.007,0.026,0.009,0.009,0.023,0.009,0.020,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.022,0.022,0.008,0.126,0.023,0.009,0.090,0.032,0.126,0.090,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.041,0.051,0.021,0.028,0.040,0.011,0.009,0.004,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.006,0.026,0.005,0.007,0.026,0.009,0.009,0.023,0.009,0.020,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.022,0.022,0.008,0.126,0.023,0.009,0.090,0.032,0.126,0.090,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009
642,642,0.007,0.005,0.005,0.005,0.005,0.015,0.005,0.007,0.003,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.004,0.006,0.006,0.004,0.005,0.007,0.004,0.006,0.007,0.005,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.004,0.006,0.006,0.027,0.007,0.009,0.007,0.006,0.027,0.004,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.005,0.005,0.005,0.005,0.015,0.005,0.007,0.003,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.004,0.006,0.006,0.004,0.005,0.007,0.004,0.006,0.007,0.005,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.004,0.006,0.006,0.027,0.007,0.009,0.007,0.006,0.027,0.004,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007
643,643,0.998,0.998,0.998,0.998,0.951,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.951,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.951,0.951,0.998,0.951,0.998,0.951,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.951,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.951,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.951,0.951,0.998,0.951,0.998,0.951,0.951,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
644,644,0.773,0.710,0.710,0.773,0.773,0.853,0.610,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.853,0.853,0.773,0.615,0.710,0.773,0.615,0.914,0.773,0.616,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.914,0.914,0.894,0.914,0.894,0.773,0.773,0.914,0.914,0.914,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.710,0.710,0.773,0.773,0.853,0.610,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.853,0.853,0.773,0.615,0.710,0.773,0.615,0.914,0.773,0.616,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.914,0.914,0.894,0.914,0.894,0.773,0.773,0.914,0.914,0.914,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773
645,645,0.023,0.023,0.023,0.023,0.023,0.123,0.040,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.015,0.123,0.023,0.024,0.014,0.023,0.023,0.068,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.106,0.106,0.023,0.123,0.023,0.023,0.023,0.023,0.123,0.106,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.123,0.040,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.015,0.123,0.023,0.024,0.014,0.023,0.023,0.068,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.106,0.106,0.023,0.123,0.023,0.023,0.023,0.023,0.123,0.106,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
646,646,0.005,0.009,0.028,0.047,0.108,0.109,0.005,0.005,0.042,0.007,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.039,0.058,0.005,0.019,0.007,0.005,0.135,0.005,0.025,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.029,0.027,0.160,0.025,0.009,0.044,0.034,0.160,0.061,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.009,0.028,0.047,0.108,0.109,0.005,0.005,0.042,0.007,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.039,0.058,0.005,0.019,0.007,0.005,0.135,0.005,0.025,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.029,0.027,0.160,0.025,0.009,0.044,0.034,0.160,0.061,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
647,647,0.993,0.993,0.993,0.993,0.925,0.967,0.993,0.993,0.908,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.799,0.993,0.880,0.993,0.993,0.880,0.993,0.925,0.880,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.880,0.880,0.993,0.993,0.880,0.880,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.925,0.967,0.993,0.993,0.908,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.799,0.993,0.880,0.993,0.993,0.880,0.993,0.925,0.880,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.880,0.880,0.993,0.993,0.880,0.880,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993
648,648,0.020,0.099,0.102,0.107,0.555,0.200,0.020,0.039,0.272,0.027,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.025,0.346,0.020,0.105,0.025,0.020,0.116,0.020,0.547,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.105,0.119,0.116,0.612,0.538,0.088,0.612,0.607,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.099,0.102,0.107,0.555,0.200,0.020,0.039,0.272,0.027,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.025,0.346,0.020,0.105,0.025,0.020,0.116,0.020,0.547,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.105,0.119,0.116,0.612,0.538,0.088,0.612,0.607,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
649,649,0.998,0.998,0.998,0.998,0.974,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.974,0.974,0.998,0.998,0.998,0.998,0.998,0.974,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.974,0.974,0.974,0.974,0.998,0.974,0.974,0.998,0.998,0.998,0.974,0.974,0.998,0.998,0.974,0.998,0.974,0.998,0.998,0.998,0.998,0.974,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.974,0.974,0.998,0.998,0.998,0.998,0.998,0.974,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.974,0.974,0.974,0.974,0.998,0.974,0.974,0.998,0.998,0.998,0.974,0.974,0.998,0.998,0.974,0.998,0.974,0.998
650,650,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.949,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.949,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.949,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
651,651,0.999,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.885,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.989,0.999,0.989,0.999,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.885,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.989,0.999,0.999,0.989,0.999,0.989,0.999,0.999,0.999,0.999,0.999,0.989,0.999
652,652,0.899,0.899,0.794,0.899,0.748,0.934,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.888,0.934,0.936,0.899,0.899,0.899,0.899,0.934,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.934,0.934,0.899,0.934,0.899,0.899,0.899,0.899,0.934,0.934,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.794,0.899,0.748,0.934,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.888,0.934,0.936,0.899,0.899,0.899,0.899,0.934,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.934,0.934,0.899,0.934,0.899,0.899,0.899,0.899,0.934,0.934,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899
653,653,0.958,0.958,0.958,0.958,0.910,0.920,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.920,0.920,0.902,0.958,0.958,0.958,0.958,0.958,0.958,0.910,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.920,0.920,0.920,0.958,0.920,0.958,0.920,0.920,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.910,0.920,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.920,0.920,0.902,0.958,0.958,0.958,0.958,0.958,0.958,0.910,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.920,0.920,0.920,0.958,0.920,0.958,0.920,0.920,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
654,654,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.002,0.001,0.001,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.002,0.001,0.001,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
655,655,0.986,0.986,0.938,0.986,0.922,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.938,0.986,0.893,0.986,0.986,0.893,0.931,0.986,0.893,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.893,0.986,0.893,0.893,0.893,0.986,0.893,0.893,0.986,0.986,0.893,0.986,0.986,0.893,0.986,0.893,0.986,0.938,0.986,0.922,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.938,0.986,0.893,0.986,0.986,0.893,0.931,0.986,0.893,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.893,0.986,0.893,0.893,0.893,0.986,0.893,0.893,0.986,0.986,0.893,0.986,0.986,0.893,0.986,0.893
656,656,0.983,0.983,0.878,0.983,0.983,0.867,0.843,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.843,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.872,0.983,0.983,0.983,0.983,0.843,0.857,0.983,0.983,0.983,0.843,0.983,0.983,0.983,0.983,0.857,0.983,0.983,0.983,0.983,0.983,0.983,0.843,0.983,0.983,0.983,0.983,0.843,0.983,0.966,0.983,0.966,0.983,0.966,0.983,0.983,0.983,0.983,0.983,0.983,0.878,0.983,0.983,0.867,0.843,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.843,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.872,0.983,0.983,0.983,0.983,0.843,0.857,0.983,0.983,0.983,0.843,0.983,0.983,0.983,0.983,0.857,0.983,0.983,0.983,0.983,0.983,0.983,0.843,0.983,0.983,0.983,0.983,0.843,0.983,0.966,0.983,0.966,0.983,0.966,0.983,0.983,0.983,0.983,0.983
