,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
354,354,0.949,0.949,0.967,0.949,0.949,0.949,0.756,0.949,0.949,0.949,0.967,0.949,0.949,0.949,0.934,0.949,0.949,0.949,0.949,0.949,0.949,0.967,0.949,0.949,0.875,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.789,0.802,0.949,0.949,0.949,0.949,0.875,0.831,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.751,0.949,0.756,0.780,0.705,0.751,0.949,0.949,0.949,0.949
355,355,0.555,0.555,0.895,0.555,0.555,0.634,0.555,0.555,0.555,0.555,0.895,0.760,0.555,0.555,0.576,0.555,0.555,0.555,0.760,0.555,0.555,0.895,0.555,0.555,0.890,0.555,0.645,0.555,0.555,0.890,0.555,0.555,0.555,0.555,0.555,0.555,0.786,0.555,0.528,0.555,0.555,0.743,0.743,0.555,0.555,0.743,0.555,0.555,0.660,0.504,0.590,0.555,0.555,0.555,0.528,0.555,0.555,0.555,0.555,0.555,0.555
356,356,0.343,0.932,0.343,0.928,0.484,0.343,0.506,0.343,0.343,0.338,0.343,0.343,0.343,0.343,0.140,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.938,0.348,0.343,0.343,0.343,0.941,0.942,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.473,0.343,0.343,0.343,0.343,0.343,0.942,0.922,0.929,0.929,0.929,0.922,0.925,0.343,0.343,0.343,0.140,0.929,0.926,0.343,0.929,0.343,0.343,0.343,0.343
357,357,0.665,0.665,0.325,0.688,0.541,0.708,0.559,0.679,0.688,0.560,0.323,0.665,0.665,0.665,0.726,0.665,0.665,0.665,0.665,0.665,0.688,0.325,0.679,0.641,0.854,0.534,0.533,0.637,0.641,0.828,0.665,0.665,0.665,0.665,0.665,0.665,0.656,0.665,0.828,0.665,0.665,0.778,0.724,0.665,0.665,0.811,0.665,0.665,0.764,0.665,0.665,0.348,0.731,0.348,0.666,0.591,0.665,0.665,0.665,0.665,0.665
358,358,0.955,0.955,0.939,0.955,0.955,0.840,0.955,0.955,0.955,0.955,0.939,0.846,0.955,0.955,0.808,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.841,0.838,0.835,0.955,0.841,0.729,0.838,0.955,0.846,0.955,0.846,0.955,0.955,0.725,0.955,0.838,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.725,0.955,0.955,0.955,0.955,0.955,0.955
359,359,0.994,0.994,0.994,0.974,0.994,0.994,0.965,0.964,0.994,0.994,0.994,0.994,0.992,0.994,0.970,0.992,0.994,0.994,0.994,0.994,0.994,0.994,0.964,0.994,0.994,0.994,0.960,0.994,0.941,0.994,0.994,0.978,0.992,0.994,0.978,0.913,0.935,0.992,0.978,0.994,0.992,0.994,0.994,0.994,0.994,0.994,0.994,0.913,0.994,0.994,0.994,0.462,0.825,0.958,0.913,0.954,0.914,0.978,0.994,0.994,0.992
360,360,0.979,0.979,0.979,0.979,0.979,0.979,0.870,0.979,0.979,0.870,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.870,0.979,0.979,0.979,0.847,0.870,0.979,0.979,0.979,0.979,0.979,0.979,0.849,0.943,0.979,0.979,0.979,0.979,0.979,0.847,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.847,0.850,0.847,0.849,0.847,0.870,0.979,0.979,0.979,0.979
361,361,0.989,0.989,0.994,0.990,0.989,0.989,0.973,0.983,0.989,0.989,0.994,0.967,0.931,0.967,0.850,0.938,0.989,0.989,0.989,0.989,0.989,0.994,0.983,0.989,0.971,0.989,0.975,0.989,0.989,0.989,0.989,0.971,0.938,0.989,0.971,0.989,0.965,0.938,0.987,0.989,0.987,0.971,0.967,0.989,0.989,0.989,0.989,0.960,0.989,0.989,0.989,0.922,0.936,0.989,0.913,0.767,0.969,0.971,0.989,0.982,0.987
362,362,0.903,0.903,0.924,0.903,0.903,0.965,0.903,0.903,0.903,0.903,0.923,0.630,0.626,0.630,0.945,0.630,0.903,0.903,0.630,0.903,0.903,0.924,0.903,0.903,0.923,0.903,0.917,0.903,0.903,0.922,0.903,0.585,0.630,0.903,0.585,0.903,0.920,0.903,0.920,0.903,0.903,0.950,0.956,0.903,0.903,0.807,0.903,0.632,0.636,0.903,0.880,0.629,0.629,0.903,0.920,0.903,0.903,0.585,0.636,0.585,0.903
363,363,0.998,0.998,0.994,0.998,0.998,0.994,0.998,0.998,0.998,0.998,0.994,0.998,0.969,0.998,0.998,0.969,0.998,0.981,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.969,0.998,0.969,0.998,0.998,0.994,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.969,0.998,0.998,0.998,0.998,0.998,0.998,0.969,0.998,0.969,0.998,0.998,0.998
364,364,0.982,0.982,0.994,0.982,0.982,0.995,0.943,0.982,0.985,0.982,0.929,0.690,0.944,0.944,0.496,0.944,0.982,0.982,0.798,0.982,0.982,0.985,0.982,0.982,0.916,0.982,0.933,0.982,0.982,0.959,0.982,0.709,0.944,0.877,0.943,0.982,0.716,0.944,0.791,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.970,0.679,0.943,0.944,0.633,0.787,0.943,0.943,0.982,0.943,0.982
365,365,0.853,0.853,0.974,0.853,0.853,0.991,0.818,0.853,0.853,0.853,0.974,0.853,0.853,0.853,0.928,0.853,0.853,0.853,0.853,0.853,0.853,0.974,0.853,0.853,0.854,0.853,0.853,0.853,0.853,0.965,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.854,0.854,0.853,0.853,0.854,0.853,0.853,0.853,0.854,0.853,0.854,0.854,0.854,0.853,0.854,0.818,0.853,0.853,0.853,0.853
366,366,0.089,0.799,0.234,0.911,0.089,0.218,0.887,0.909,0.089,0.089,0.165,0.089,0.089,0.089,0.164,0.089,0.089,0.089,0.089,0.089,0.089,0.234,0.845,0.888,0.199,0.425,0.876,0.887,0.900,0.165,0.089,0.089,0.089,0.089,0.089,0.089,0.933,0.089,0.164,0.089,0.089,0.888,0.888,0.850,0.868,0.889,0.876,0.850,0.888,0.850,0.165,0.511,0.089,0.089,0.347,0.888,0.089,0.089,0.089,0.089,0.089
367,367,0.981,0.981,0.993,0.981,0.981,0.985,0.941,0.981,0.981,0.981,0.993,0.948,0.948,0.948,0.839,0.948,0.981,0.981,0.981,0.981,0.981,0.994,0.981,0.981,0.966,0.981,0.935,0.981,0.981,0.967,0.981,0.945,0.948,0.981,0.945,0.981,0.757,0.948,0.902,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.983,0.703,0.945,0.936,0.757,0.703,0.952,0.945,0.981,0.945,0.981
368,368,0.876,0.876,0.602,0.876,0.798,0.947,0.876,0.876,0.876,0.798,0.599,0.404,0.666,0.675,0.865,0.675,0.876,0.876,0.726,0.876,0.876,0.677,0.876,0.876,0.583,0.876,0.883,0.799,0.876,0.605,0.876,0.414,0.675,0.648,0.563,0.876,0.641,0.876,0.669,0.876,0.876,0.861,0.805,0.876,0.876,0.668,0.876,0.726,0.673,0.861,0.876,0.778,0.778,0.876,0.544,0.876,0.876,0.563,0.673,0.563,0.876
369,369,0.365,0.365,0.936,0.365,0.365,0.935,0.365,0.365,0.365,0.365,0.735,0.365,0.365,0.365,0.718,0.365,0.365,0.365,0.365,0.365,0.365,0.936,0.365,0.365,0.934,0.365,0.365,0.365,0.365,0.934,0.365,0.365,0.365,0.365,0.365,0.365,0.934,0.365,0.934,0.365,0.365,0.936,0.936,0.365,0.365,0.936,0.365,0.365,0.936,0.365,0.368,0.365,0.365,0.365,0.934,0.365,0.365,0.365,0.365,0.365,0.365
370,370,0.379,0.413,0.452,0.813,0.464,0.455,0.203,0.379,0.379,0.379,0.384,0.379,0.379,0.379,0.381,0.379,0.379,0.379,0.379,0.379,0.379,0.452,0.838,0.507,0.311,0.344,0.656,0.918,0.757,0.383,0.379,0.472,0.379,0.379,0.379,0.379,0.383,0.426,0.383,0.379,0.379,0.744,0.744,0.834,0.857,0.823,0.884,0.834,0.864,0.720,0.379,0.379,0.379,0.426,0.383,0.464,0.379,0.379,0.379,0.379,0.379
371,371,0.869,0.869,0.919,0.869,0.869,0.922,0.779,0.869,0.869,0.869,0.919,0.869,0.869,0.869,0.749,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.838,0.888,0.838,0.869,0.869,0.838,0.859,0.869,0.869,0.869,0.869,0.869,0.869,0.783,0.869,0.888,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.845,0.869,0.869,0.869,0.869,0.869,0.869
372,372,0.905,0.905,0.905,0.905,0.881,0.905,0.798,0.905,0.905,0.671,0.905,0.905,0.905,0.905,0.843,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.805,0.905,0.905,0.905,0.760,0.787,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.863,0.905,0.905,0.905,0.905,0.905,0.760,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.671,0.738,0.753,0.900,0.753,0.795,0.905,0.905,0.905,0.905
373,373,0.950,0.950,0.982,0.950,0.950,0.982,0.718,0.950,0.950,0.950,0.982,0.950,0.950,0.950,0.683,0.950,0.950,0.950,0.950,0.950,0.950,0.982,0.950,0.950,0.982,0.950,0.950,0.950,0.718,0.982,0.950,0.950,0.950,0.950,0.950,0.950,0.816,0.950,0.816,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.982,0.721,0.950,0.715,0.801,0.714,0.721,0.950,0.950,0.950,0.950
374,374,0.991,0.991,0.991,0.976,0.991,0.991,0.951,0.959,0.991,0.991,0.991,0.991,0.991,0.991,0.906,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.959,0.991,0.991,0.991,0.946,0.888,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.938,0.991,0.974,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.950,0.991,0.991,0.991,0.950,0.738,0.950,0.950,0.950,0.950,0.991,0.991,0.991,0.991
375,375,0.902,0.902,0.910,0.902,0.739,0.902,0.779,0.902,0.902,0.886,0.910,0.902,0.902,0.902,0.889,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.742,0.910,0.902,0.902,0.855,0.787,0.910,0.902,0.902,0.902,0.902,0.902,0.902,0.878,0.902,0.902,0.902,0.902,0.902,0.788,0.902,0.902,0.902,0.878,0.902,0.902,0.825,0.902,0.878,0.878,0.902,0.735,0.902,0.878,0.902,0.902,0.902,0.902
376,376,0.982,0.982,0.982,0.987,0.982,0.982,0.869,0.987,0.982,0.982,0.982,0.982,0.982,0.982,0.990,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.987,0.982,0.982,0.982,0.974,0.982,0.982,0.944,0.982,0.982,0.982,0.982,0.982,0.982,0.946,0.982,0.947,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.986,0.982,0.982,0.982,0.870,0.948,0.982,0.946,0.870,0.947,0.982,0.982,0.982,0.982
377,377,0.037,0.781,0.092,0.882,0.056,0.123,0.880,0.898,0.037,0.056,0.072,0.037,0.037,0.037,0.072,0.037,0.037,0.037,0.037,0.037,0.037,0.092,0.859,0.893,0.132,0.335,0.856,0.880,0.893,0.073,0.037,0.037,0.037,0.037,0.037,0.037,0.915,0.037,0.072,0.037,0.037,0.881,0.893,0.863,0.858,0.859,0.868,0.863,0.858,0.863,0.073,0.037,0.037,0.037,0.331,0.858,0.037,0.037,0.037,0.037,0.037
378,378,0.903,0.903,0.891,0.903,0.903,0.970,0.758,0.903,0.903,0.903,0.891,0.903,0.903,0.903,0.931,0.903,0.903,0.903,0.903,0.903,0.903,0.948,0.903,0.903,0.803,0.903,0.903,0.903,0.769,0.830,0.903,0.903,0.903,0.903,0.903,0.903,0.786,0.903,0.739,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.850,0.948,0.890,0.903,0.903,0.794,0.890,0.890,0.903,0.903,0.903,0.903
379,379,0.958,0.958,0.958,0.958,0.958,0.929,0.670,0.958,0.958,0.758,0.958,0.809,0.958,0.958,0.930,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.709,0.958,0.825,0.958,0.829,0.709,0.958,0.958,0.809,0.958,0.809,0.958,0.958,0.807,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.714,0.958,0.958,0.706,0.958,0.958,0.958,0.958,0.958,0.958
380,380,0.930,0.930,0.979,0.930,0.930,0.975,0.781,0.930,0.930,0.930,0.979,0.930,0.930,0.930,0.815,0.930,0.930,0.930,0.930,0.930,0.930,0.979,0.930,0.930,0.963,0.930,0.930,0.781,0.930,0.970,0.930,0.930,0.930,0.930,0.930,0.930,0.809,0.930,0.963,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.970,0.775,0.735,0.930,0.809,0.775,0.799,0.930,0.930,0.930,0.930
381,381,0.894,0.894,0.953,0.894,0.789,0.985,0.772,0.894,0.894,0.789,0.953,0.894,0.894,0.894,0.853,0.894,0.894,0.894,0.894,0.894,0.894,0.953,0.894,0.894,0.763,0.894,0.894,0.695,0.831,0.763,0.894,0.894,0.894,0.894,0.894,0.894,0.828,0.894,0.963,0.894,0.894,0.832,0.832,0.894,0.894,0.832,0.832,0.894,0.832,0.894,0.763,0.828,0.832,0.828,0.828,0.828,0.828,0.894,0.832,0.894,0.894
382,382,0.186,0.500,0.319,0.771,0.201,0.283,0.231,0.278,0.186,0.201,0.185,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.494,0.824,0.585,0.338,0.214,0.180,0.842,0.664,0.353,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.353,0.186,0.186,0.876,0.876,0.224,0.868,0.874,0.582,0.224,0.671,0.876,0.322,0.290,0.186,0.186,0.186,0.290,0.290,0.186,0.186,0.186,0.186
383,383,0.796,0.796,0.929,0.947,0.796,0.174,0.796,0.796,0.947,0.796,0.917,0.796,0.796,0.796,0.732,0.796,0.796,0.796,0.796,0.796,0.796,0.975,0.796,0.336,0.909,0.344,0.972,0.336,0.336,0.975,0.796,0.796,0.796,0.796,0.796,0.796,0.851,0.796,0.972,0.796,0.796,0.730,0.473,0.946,0.796,0.796,0.796,0.932,0.796,0.946,0.796,0.796,0.796,0.796,0.907,0.796,0.796,0.796,0.796,0.796,0.796
384,384,0.960,0.960,0.995,0.960,0.960,0.976,0.960,0.960,0.963,0.960,0.995,0.960,0.685,0.682,0.957,0.682,0.960,0.960,0.960,0.960,0.960,0.995,0.960,0.960,0.939,0.960,0.747,0.960,0.960,0.939,0.960,0.670,0.682,0.960,0.670,0.960,0.755,0.682,0.755,0.960,0.960,0.986,0.978,0.960,0.960,0.986,0.960,0.960,0.960,0.960,0.962,0.670,0.670,0.960,0.939,0.675,0.960,0.670,0.960,0.670,0.960
385,385,0.976,0.976,0.985,0.935,0.976,0.976,0.937,0.924,0.976,0.976,0.926,0.915,0.976,0.976,0.830,0.976,0.976,0.976,0.915,0.976,0.976,0.985,0.924,0.976,0.943,0.976,0.752,0.976,0.976,0.976,0.976,0.915,0.976,0.915,0.976,0.805,0.752,0.976,0.583,0.976,0.976,0.943,0.925,0.976,0.976,0.976,0.976,0.773,0.976,0.976,0.976,0.805,0.564,0.737,0.773,0.724,0.805,0.976,0.976,0.976,0.976
386,386,0.965,0.965,0.819,0.965,0.729,0.938,0.752,0.965,0.965,0.965,0.713,0.835,0.965,0.965,0.766,0.965,0.965,0.965,0.835,0.965,0.965,0.965,0.965,0.650,0.965,0.764,0.965,0.749,0.737,0.965,0.965,0.835,0.965,0.835,0.965,0.965,0.599,0.965,0.708,0.965,0.965,0.965,0.752,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.603,0.965,0.965,0.603,0.965,0.520,0.965,0.965,0.965,0.965
387,387,0.950,0.950,0.897,0.950,0.950,0.950,0.682,0.950,0.950,0.950,0.897,0.950,0.950,0.950,0.767,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.897,0.950,0.980,0.950,0.777,0.859,0.950,0.950,0.950,0.950,0.950,0.950,0.955,0.950,0.902,0.950,0.950,0.777,0.777,0.950,0.950,0.950,0.950,0.950,0.950,0.777,0.950,0.681,0.950,0.950,0.770,0.679,0.681,0.950,0.950,0.950,0.950
388,388,0.945,0.945,0.945,0.945,0.945,0.827,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.824,0.890,0.945,0.824,0.890,0.945,0.945,0.945,0.945,0.945,0.945,0.890,0.945,0.890,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.780,0.945,0.945,0.945,0.945,0.945,0.945
389,389,0.960,0.960,0.960,0.960,0.960,0.903,0.824,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.766,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.813,0.960,0.824,0.960,0.813,0.820,0.960,0.960,0.960,0.960,0.960,0.960,0.797,0.794,0.960,0.936,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.797,0.797,0.960,0.820,0.960,0.794,0.960,0.960,0.960,0.960
390,390,0.456,0.456,0.978,0.456,0.456,0.968,0.705,0.456,0.456,0.456,0.955,0.456,0.141,0.135,0.456,0.135,0.456,0.456,0.456,0.456,0.456,0.982,0.456,0.456,0.726,0.456,0.456,0.456,0.463,0.886,0.456,0.147,0.135,0.456,0.319,0.456,0.799,0.135,0.456,0.456,0.456,0.911,0.774,0.496,0.476,0.496,0.456,0.456,0.944,0.734,0.682,0.147,0.496,0.456,0.456,0.476,0.456,0.147,0.456,0.456,0.456
391,391,0.618,0.618,0.846,0.618,0.685,0.637,0.635,0.618,0.618,0.665,0.846,0.618,0.618,0.618,0.681,0.618,0.618,0.618,0.618,0.618,0.618,0.972,0.618,0.735,0.846,0.649,0.618,0.735,0.806,0.846,0.618,0.618,0.618,0.618,0.618,0.618,0.846,0.618,0.846,0.618,0.618,0.972,0.806,0.618,0.618,0.972,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618
392,392,0.940,0.940,0.967,0.940,0.813,0.925,0.511,0.940,0.940,0.813,0.787,0.731,0.940,0.940,0.642,0.940,0.940,0.940,0.731,0.940,0.940,0.975,0.940,0.619,0.845,0.851,0.940,0.732,0.573,0.845,0.940,0.731,0.940,0.731,0.940,0.525,0.605,0.940,0.784,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.586,0.940,0.602,0.621,0.602,0.595,0.940,0.940,0.940,0.940
393,393,0.594,0.594,0.917,0.594,0.594,0.692,0.594,0.594,0.614,0.594,0.917,0.594,0.594,0.594,0.576,0.594,0.594,0.594,0.594,0.594,0.594,0.917,0.594,0.594,0.913,0.594,0.671,0.594,0.594,0.913,0.594,0.594,0.594,0.594,0.594,0.594,0.679,0.594,0.679,0.594,0.594,0.790,0.719,0.594,0.594,0.790,0.594,0.620,0.594,0.594,0.570,0.594,0.594,0.594,0.913,0.594,0.594,0.594,0.594,0.594,0.594
394,394,0.960,0.960,0.960,0.960,0.875,0.960,0.960,0.960,0.960,0.814,0.960,0.960,0.960,0.960,0.813,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.814,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.957,0.960,0.960,0.960,0.960,0.814,0.814,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.814,0.814,0.814,0.811,0.814,0.814,0.960,0.960,0.960,0.960
395,395,0.874,0.874,0.977,0.874,0.874,0.977,0.544,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.825,0.874,0.874,0.874,0.874,0.874,0.874,0.977,0.874,0.885,0.977,0.874,0.874,0.885,0.885,0.977,0.874,0.874,0.874,0.874,0.874,0.874,0.740,0.874,0.977,0.874,0.874,0.977,0.977,0.874,0.874,0.977,0.874,0.874,0.977,0.874,0.874,0.509,0.544,0.764,0.487,0.764,0.544,0.874,0.874,0.874,0.874
396,396,0.685,0.685,0.685,0.685,0.721,0.685,0.790,0.685,0.685,0.823,0.685,0.685,0.685,0.685,0.795,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.779,0.685,0.685,0.685,0.823,0.779,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.782,0.685,0.685,0.685,0.685,0.795,0.823,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.823,0.685,0.797,0.685,0.804,0.685,0.685,0.685,0.685
397,397,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.978,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.978,0.979,0.979,0.978,0.979,0.979,0.979,0.979,0.979,0.979,0.978,0.979,0.978,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.978,0.979,0.979,0.979,0.979,0.979,0.979
398,398,0.862,0.957,0.353,0.958,0.862,0.862,0.905,0.958,0.957,0.958,0.353,0.862,0.862,0.862,0.904,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.936,0.862,0.862,0.862,0.960,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.936,0.862,0.347,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.936,0.862,0.862,0.862,0.862,0.862,0.862
399,399,0.283,0.283,0.429,0.283,0.283,0.528,0.772,0.964,0.846,0.913,0.429,0.283,0.283,0.283,0.784,0.283,0.283,0.283,0.283,0.283,0.283,0.429,0.283,0.387,0.762,0.369,0.936,0.942,0.915,0.936,0.283,0.283,0.283,0.283,0.283,0.283,0.937,0.283,0.972,0.283,0.283,0.942,0.941,0.762,0.283,0.283,0.283,0.283,0.762,0.283,0.283,0.283,0.283,0.283,0.941,0.283,0.283,0.283,0.283,0.283,0.283
400,400,0.945,0.945,0.945,0.945,0.945,0.827,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.824,0.890,0.945,0.824,0.890,0.945,0.945,0.945,0.945,0.945,0.945,0.890,0.945,0.890,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.780,0.945,0.945,0.945,0.945,0.945,0.945
401,401,0.046,0.046,0.563,0.046,0.167,0.561,0.235,0.046,0.056,0.255,0.563,0.047,0.046,0.046,0.046,0.046,0.046,0.046,0.047,0.046,0.046,0.515,0.046,0.154,0.594,0.159,0.046,0.295,0.351,0.553,0.046,0.046,0.046,0.046,0.046,0.149,0.047,0.046,0.047,0.046,0.046,0.594,0.594,0.046,0.046,0.328,0.046,0.046,0.345,0.154,0.046,0.046,0.046,0.162,0.046,0.046,0.046,0.046,0.046,0.046,0.046
402,402,0.639,0.639,0.778,0.639,0.421,0.619,0.526,0.639,0.639,0.421,0.778,0.639,0.639,0.639,0.321,0.639,0.639,0.639,0.639,0.639,0.639,0.778,0.639,0.396,0.778,0.223,0.699,0.403,0.542,0.699,0.639,0.639,0.639,0.639,0.639,0.639,0.389,0.639,0.672,0.639,0.639,0.523,0.337,0.639,0.639,0.639,0.639,0.639,0.639,0.639,0.639,0.639,0.639,0.639,0.523,0.639,0.545,0.639,0.639,0.639,0.639
403,403,0.245,0.362,0.560,0.433,0.245,0.211,0.718,0.734,0.245,0.245,0.560,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.294,0.676,0.387,0.422,0.242,0.250,0.725,0.387,0.263,0.245,0.245,0.245,0.245,0.245,0.245,0.557,0.245,0.263,0.245,0.245,0.556,0.556,0.573,0.718,0.708,0.688,0.564,0.744,0.534,0.182,0.245,0.245,0.737,0.328,0.737,0.245,0.245,0.245,0.245,0.245
404,404,0.904,0.904,0.979,0.904,0.857,0.944,0.632,0.904,0.904,0.857,0.978,0.904,0.904,0.904,0.548,0.904,0.904,0.904,0.904,0.904,0.904,0.979,0.904,0.904,0.926,0.904,0.748,0.858,0.904,0.748,0.904,0.904,0.904,0.904,0.904,0.904,0.767,0.904,0.743,0.904,0.904,0.776,0.776,0.904,0.904,0.926,0.858,0.904,0.776,0.904,0.904,0.771,0.860,0.692,0.767,0.785,0.771,0.904,0.904,0.904,0.904
405,405,0.961,0.961,0.961,0.961,0.830,0.961,0.831,0.961,0.961,0.855,0.961,0.961,0.961,0.961,0.887,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.874,0.961,0.961,0.961,0.851,0.874,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.928,0.961,0.961,0.961,0.961,0.799,0.799,0.961,0.961,0.961,0.961,0.961,0.840,0.961,0.961,0.874,0.851,0.854,0.874,0.874,0.874,0.961,0.961,0.961,0.961
406,406,0.995,0.995,0.995,0.980,0.995,0.995,0.971,0.972,0.995,0.995,0.995,0.995,0.994,0.995,0.943,0.994,0.995,0.995,0.995,0.995,0.995,0.995,0.972,0.995,0.995,0.995,0.969,0.941,0.995,0.995,0.995,0.982,0.994,0.995,0.982,0.931,0.949,0.994,0.982,0.995,0.993,0.995,0.995,0.995,0.995,0.995,0.995,0.945,0.995,0.995,0.995,0.542,0.850,0.969,0.945,0.969,0.937,0.982,0.995,0.995,0.993
407,407,0.875,0.875,0.957,0.875,0.875,0.959,0.754,0.875,0.875,0.875,0.957,0.875,0.875,0.875,0.782,0.875,0.875,0.875,0.875,0.875,0.875,0.957,0.875,0.671,0.784,0.875,0.875,0.671,0.671,0.942,0.875,0.875,0.875,0.875,0.875,0.688,0.780,0.875,0.875,0.875,0.875,0.875,0.688,0.875,0.875,0.875,0.875,0.875,0.688,0.875,0.942,0.671,0.786,0.875,0.840,0.688,0.875,0.875,0.875,0.875,0.875
408,408,0.961,0.961,0.995,0.961,0.961,0.973,0.961,0.961,0.960,0.961,0.992,0.937,0.650,0.635,0.958,0.635,0.961,0.961,0.937,0.961,0.961,0.995,0.961,0.961,0.934,0.961,0.943,0.961,0.961,0.989,0.961,0.671,0.635,0.961,0.671,0.961,0.737,0.889,0.737,0.961,0.961,0.979,0.915,0.961,0.961,0.981,0.961,0.951,0.936,0.915,0.947,0.637,0.637,0.961,0.934,0.888,0.961,0.671,0.936,0.671,0.961
