,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
190,190,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.799,0.938,0.923,0.923,0.923,0.923,0.923,0.923,0.770,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.145,0.982,0.923,0.923,0.923,0.923,0.775,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.338,0.668,0.923,0.923,0.668,0.923,0.923,0.923,0.923,0.923
191,191,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.128,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.021,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241
192,192,0.216,0.216,0.216,0.216,0.216,0.650,0.322,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.257,0.216,0.207,0.408,0.216,0.113,0.216,0.216,0.216,0.216,0.207,0.207,0.216,0.257,0.216,0.216,0.216,0.216,0.355,0.216,0.216,0.216,0.216,0.216,0.396,0.260,0.216,0.478,0.216,0.216,0.216,0.216,0.216,0.257,0.216,0.216,0.257,0.216,0.216,0.216,0.216,0.216
193,193,0.117,0.117,0.117,0.117,0.117,0.627,0.719,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.295,0.117,0.080,0.320,0.117,0.079,0.117,0.117,0.117,0.117,0.080,0.080,0.117,0.117,0.117,0.117,0.117,0.117,0.436,0.117,0.117,0.117,0.133,0.147,0.177,0.117,0.133,0.901,0.180,0.117,0.117,0.117,0.295,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117
194,194,0.058,0.058,0.015,0.058,0.058,0.058,0.312,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.212,0.058,0.018,0.058,0.058,0.237,0.058,0.008,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.112,0.058,0.058,0.058,0.058,0.014,0.261,0.058,0.058,0.058,0.049,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058
195,195,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.403,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.669,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.117,0.668,0.668,0.668,0.668,0.668,0.309,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.087,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668
196,196,0.569,0.569,0.569,0.569,0.569,0.253,0.399,0.569,0.569,0.569,0.569,0.153,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.861,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.225,0.569,0.569,0.569,0.569,0.569,0.289,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.330,0.569,0.334,0.569,0.405,0.569,0.569,0.569,0.569,0.067,0.569,0.569
197,197,0.931,0.931,0.931,0.931,0.931,0.931,0.886,0.931,0.931,0.931,0.931,0.251,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.935,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.508,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.935,0.931,0.787,0.931,0.931,0.931,0.931,0.153,0.931,0.931
198,198,0.773,0.773,0.773,0.773,0.773,0.773,0.147,0.773,0.773,0.773,0.773,0.691,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.382,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.886,0.773,0.773,0.773,0.773,0.735,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.301,0.886,0.773,0.153,0.549,0.773,0.773,0.773,0.773,0.773
199,199,0.601,0.601,0.601,0.601,0.601,0.601,0.089,0.601,0.601,0.601,0.601,0.225,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.731,0.601,0.601,0.601,0.601,0.601,0.923,0.601,0.601,0.601,0.601,0.601,0.404,0.601,0.601,0.601,0.601,0.601,0.225,0.601,0.601,0.601,0.601,0.601,0.923,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.935,0.745,0.601,0.601,0.533,0.601,0.601,0.601,0.601,0.601
200,200,0.030,0.030,0.030,0.030,0.030,0.028,0.038,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.006,0.030,0.030,0.063,0.030,0.030,0.030,0.612,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.007,0.055,0.187,0.077,0.030,0.063,0.184,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
201,201,0.040,0.390,0.040,0.040,0.390,0.040,0.185,0.040,0.040,0.040,0.390,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.014,0.040,0.390,0.040,0.040,0.390,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.242,0.040,0.040,0.040,0.204,0.014,0.040,0.040,0.014,0.040,0.136,0.040,0.034,0.014,0.040,0.034,0.040,0.040,0.034,0.040,0.040,0.040,0.040,0.040
202,202,0.238,0.009,0.074,0.238,0.238,0.337,0.123,0.009,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.044,0.438,0.238,0.265,0.238,0.238,0.238,0.238,0.291,0.009,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.280,0.238,0.062,0.067,0.238,0.238,0.238,0.238,0.438,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238
203,203,0.277,0.277,0.277,0.277,0.277,0.277,0.337,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.664,0.942,0.002,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.942,0.540,0.277,0.002,0.540,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.002,0.277,0.002,0.277,0.277
204,204,0.797,0.797,0.797,0.785,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.779,0.797,0.797,0.797,0.797,0.779,0.797,0.797,0.760,0.797,0.382,0.797,0.797,0.797,0.738,0.328,0.797,0.797,0.797,0.797,0.797,0.657,0.797,0.797,0.797,0.797,0.793,0.797,0.797,0.797,0.797,0.797,0.941,0.843,0.859,0.225,0.797,0.797,0.797,0.753,0.707,0.853,0.797,0.300,0.837,0.797,0.797,0.083,0.833,0.797
205,205,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.132,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.223,0.113,0.132,0.113,0.113,0.113,0.164,0.113,0.113,0.113,0.113,0.113
206,206,0.540,0.540,0.540,0.540,0.540,0.540,0.342,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.254,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.210,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.067,0.540,0.540
207,207,0.027,0.181,0.016,0.027,0.181,0.027,0.079,0.027,0.027,0.027,0.181,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.035,0.027,0.015,0.027,0.181,0.224,0.557,0.019,0.027,0.027,0.027,0.027,0.027,0.035,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.015,0.015,0.557,0.115,0.019,0.181,0.263,0.027,0.027,0.008,0.027,0.027,0.027,0.027,0.035,0.027,0.027,0.027,0.027,0.027
208,208,0.981,0.981,0.981,0.981,0.981,0.981,0.634,0.981,0.981,0.981,0.981,0.819,0.981,0.981,0.981,0.981,0.981,0.634,0.981,0.859,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.960,0.981,0.981,0.981,0.981,0.981,0.819,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.433,0.983,0.981,0.981,0.279,0.981,0.981,0.981,0.981,0.981
209,209,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.268,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.098,0.067,0.020,0.067,0.067,0.037,0.077,0.067,0.067,0.067,0.067,0.067
210,210,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.141,0.786,0.786,0.786,0.786,0.786,0.786,0.073,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.823,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786,0.786
211,211,0.344,0.344,0.344,0.586,0.344,0.344,0.518,0.344,0.344,0.344,0.344,0.586,0.344,0.344,0.344,0.344,0.586,0.344,0.344,0.240,0.344,0.010,0.344,0.344,0.753,0.951,0.236,0.344,0.344,0.344,0.344,0.344,0.785,0.344,0.344,0.344,0.344,0.753,0.344,0.344,0.344,0.344,0.344,0.344,0.951,0.344,0.344,0.344,0.344,0.344,0.344,0.363,0.785,0.224,0.344,0.695,0.344,0.344,0.344,0.344,0.344
212,212,0.874,0.874,0.874,0.874,0.874,0.686,0.750,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.722,0.874,0.827,0.874,0.874,0.564,0.874,0.874,0.874,0.874,0.827,0.827,0.874,0.885,0.874,0.874,0.874,0.874,0.547,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.885,0.843,0.874,0.432,0.874,0.874,0.735,0.798,0.874
213,213,0.195,0.195,0.195,0.195,0.195,0.195,0.048,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.039,0.195,0.075,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.021,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195
214,214,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.794,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.614,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.794,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.614,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649
215,215,0.510,0.510,0.111,0.510,0.510,0.458,0.599,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.065,0.667,0.510,0.092,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.564,0.510,0.510,0.065,0.112,0.510,0.452,0.510,0.245,0.116,0.510,0.510,0.510,0.510,0.667,0.510,0.510,0.134,0.510,0.510,0.510,0.024,0.510,0.510
216,216,0.647,0.647,0.647,0.647,0.647,0.647,0.064,0.647,0.647,0.647,0.647,0.872,0.647,0.031,0.647,0.031,0.647,0.647,0.031,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.876,0.647,0.647,0.025,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.872,0.647
217,217,0.013,0.081,0.076,0.013,0.081,0.013,0.013,0.013,0.013,0.013,0.081,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.036,0.013,0.081,0.013,0.081,0.013,0.194,0.008,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.048,0.081,0.073,0.102,0.006,0.020,0.047,0.013,0.013,0.081,0.036,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
218,218,0.226,0.226,0.226,0.226,0.226,0.497,0.477,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.437,0.226,0.048,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.052,0.792,0.226,0.226,0.226,0.699,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226
219,219,0.027,0.211,0.027,0.027,0.211,0.027,0.086,0.027,0.027,0.027,0.211,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.074,0.027,0.020,0.027,0.211,0.027,0.232,0.211,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.397,0.027,0.027,0.027,0.211,0.020,0.027,0.027,0.020,0.027,0.117,0.027,0.027,0.020,0.027,0.027,0.027,0.016,0.027,0.027,0.027,0.015,0.027,0.027
220,220,0.067,0.067,0.067,0.067,0.064,0.067,0.189,0.067,0.067,0.067,0.067,0.067,0.129,0.067,0.067,0.067,0.067,0.169,0.067,0.112,0.067,0.067,0.067,0.067,0.132,0.067,0.070,0.064,0.067,0.067,0.067,0.067,0.112,0.067,0.067,0.067,0.067,0.075,0.067,0.067,0.067,0.063,0.067,0.067,0.067,0.070,0.070,0.067,0.067,0.067,0.067,0.210,0.112,0.067,0.067,0.112,0.067,0.067,0.036,0.067,0.067
221,221,0.068,0.068,0.068,0.068,0.068,0.068,0.126,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.206,0.068,0.068,0.068,0.068,0.068,0.068,0.097,0.091,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.097,0.097,0.068,0.068,0.068,0.068,0.126,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
222,222,0.004,0.015,0.004,0.120,0.015,0.008,0.030,0.004,0.004,0.004,0.015,0.120,0.004,0.004,0.004,0.004,0.120,0.004,0.004,0.004,0.004,0.003,0.006,0.015,0.075,0.004,0.003,0.004,0.004,0.006,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.073,0.004,0.004,0.004,0.053,0.085,0.005,0.003,0.005,0.085,0.177,0.182,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
223,223,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.513,0.931,0.932,0.932,0.932,0.932,0.932,0.932,0.885,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.210,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.939,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932
224,224,0.930,0.930,0.646,0.930,0.930,0.765,0.561,0.930,0.646,0.930,0.930,0.296,0.769,0.646,0.646,0.646,0.930,0.930,0.646,0.878,0.646,0.930,0.932,0.930,0.930,0.930,0.930,0.930,0.930,0.961,0.930,0.875,0.878,0.930,0.930,0.930,0.930,0.902,0.930,0.930,0.930,0.930,0.930,0.944,0.930,0.930,0.938,0.930,0.930,0.930,0.930,0.930,0.718,0.930,0.733,0.878,0.688,0.930,0.977,0.930,0.930
225,225,0.327,0.327,0.327,0.327,0.327,0.327,0.271,0.327,0.005,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.132,0.041,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.132,0.132,0.327,0.236,0.327,0.327,0.327,0.327,0.132,0.327,0.327,0.081,0.327,0.327,0.327,0.009,0.327,0.327
226,226,0.308,0.308,0.308,0.308,0.308,0.308,0.851,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.035,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.030,0.308,0.759,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308
227,227,0.704,0.704,0.704,0.704,0.704,0.704,0.139,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.267,0.704,0.450,0.704,0.704,0.536,0.704,0.704,0.704,0.704,0.704,0.790,0.704,0.696,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.127,0.696,0.704,0.704,0.696,0.704,0.704,0.704,0.704,0.704
228,228,0.134,0.701,0.134,0.134,0.701,0.134,0.134,0.134,0.134,0.134,0.701,0.134,0.097,0.134,0.134,0.134,0.134,0.134,0.134,0.097,0.134,0.052,0.134,0.701,0.134,0.134,0.052,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.701,0.052,0.134,0.052,0.052,0.701,0.134,0.134,0.134,0.052,0.566,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134
229,229,0.648,0.648,0.648,0.648,0.648,0.648,0.697,0.648,0.648,0.648,0.648,0.828,0.355,0.648,0.648,0.648,0.648,0.648,0.648,0.249,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.828,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.351,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648
230,230,0.465,0.465,0.171,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.477,0.465,0.465,0.465,0.465,0.465,0.465,0.558,0.465,0.465,0.465,0.465,0.465,0.948,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.948,0.465,0.465,0.465,0.465,0.465,0.465,0.099,0.465,0.104,0.465,0.096,0.465,0.465,0.465,0.465,0.465
231,231,0.945,0.945,0.945,0.945,0.945,0.779,0.316,0.945,0.945,0.945,0.945,0.731,0.710,0.769,0.769,0.945,0.811,0.930,0.448,0.734,0.945,0.945,0.945,0.945,0.863,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.598,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.858,0.945,0.945,0.945,0.328,0.945,0.945,0.734,0.945,0.945,0.945,0.734,0.945,0.945
232,232,0.931,0.931,0.931,0.931,0.931,0.741,0.878,0.931,0.931,0.931,0.931,0.316,0.788,0.931,0.931,0.931,0.821,0.931,0.931,0.885,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.319,0.931,0.931,0.931,0.931,0.931,0.535,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.921,0.931,0.535,0.931,0.931,0.931,0.931,0.855,0.931,0.931
233,233,0.416,0.416,0.416,0.508,0.416,0.416,0.434,0.416,0.416,0.416,0.416,0.610,0.416,0.416,0.416,0.416,0.508,0.416,0.416,0.113,0.416,0.416,0.416,0.416,0.447,0.747,0.416,0.416,0.416,0.416,0.416,0.416,0.425,0.416,0.416,0.416,0.416,0.651,0.416,0.416,0.416,0.416,0.416,0.416,0.747,0.416,0.416,0.416,0.416,0.416,0.416,0.142,0.549,0.171,0.088,0.436,0.416,0.416,0.099,0.606,0.416
234,234,0.067,0.236,0.083,0.067,0.236,0.067,0.157,0.067,0.067,0.067,0.236,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.128,0.067,0.018,0.067,0.236,0.054,0.569,0.024,0.067,0.067,0.067,0.067,0.067,0.128,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.016,0.016,0.569,0.332,0.024,0.236,0.188,0.067,0.067,0.016,0.067,0.067,0.067,0.067,0.128,0.067,0.067,0.067,0.067,0.067
235,235,0.918,0.918,0.918,0.918,0.918,0.918,0.307,0.918,0.918,0.918,0.918,0.331,0.918,0.918,0.918,0.918,0.918,0.430,0.918,0.891,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.855,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.324,0.918,0.918,0.246,0.918,0.918,0.918,0.302,0.918,0.918
236,236,0.020,0.020,0.010,0.020,0.020,0.026,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.066,0.020,0.049,0.020,0.020,0.020,0.030,0.205,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.167,0.020,0.037,0.030,0.020,0.177,0.020,0.020,0.020,0.020,0.029,0.020,0.020,0.020,0.020,0.020,0.020,0.022,0.020,0.020
237,237,0.533,0.533,0.533,0.533,0.533,0.533,0.379,0.533,0.533,0.533,0.533,0.855,0.533,0.533,0.533,0.533,0.638,0.533,0.533,0.299,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.652,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.294,0.652,0.533,0.533,0.652,0.533,0.533,0.533,0.533,0.533
238,238,0.506,0.506,0.506,0.506,0.506,0.758,0.561,0.506,0.506,0.506,0.506,0.463,0.511,0.506,0.506,0.506,0.446,0.506,0.506,0.122,0.506,0.506,0.506,0.506,0.546,0.506,0.506,0.506,0.506,0.506,0.506,0.116,0.476,0.506,0.506,0.506,0.506,0.873,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.451,0.506,0.506,0.506,0.492,0.476,0.702,0.241,0.476,0.142,0.506,0.648,0.575,0.506
239,239,0.064,0.064,0.064,0.277,0.064,0.114,0.188,0.064,0.064,0.064,0.064,0.277,0.064,0.064,0.064,0.064,0.277,0.064,0.064,0.051,0.064,0.062,0.087,0.064,0.203,0.064,0.064,0.064,0.064,0.061,0.062,0.064,0.044,0.064,0.064,0.064,0.064,0.248,0.064,0.064,0.064,0.064,0.068,0.238,0.062,0.064,0.300,0.274,0.296,0.064,0.064,0.064,0.058,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064
240,240,0.025,0.025,0.011,0.025,0.025,0.027,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.074,0.025,0.049,0.025,0.025,0.025,0.038,0.205,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.039,0.038,0.025,0.177,0.025,0.025,0.025,0.025,0.046,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
241,241,0.056,0.056,0.010,0.056,0.056,0.317,0.110,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.275,0.056,0.004,0.056,0.056,0.056,0.469,0.168,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.139,0.469,0.056,0.317,0.056,0.056,0.056,0.056,0.072,0.056,0.019,0.056,0.056,0.056,0.056,0.056,0.056,0.056
242,242,0.704,0.704,0.704,0.704,0.704,0.704,0.330,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.138,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.164,0.704,0.704,0.704,0.704,0.716,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.164,0.704,0.704,0.313,0.704,0.704,0.704,0.160,0.704
243,243,0.389,0.389,0.389,0.389,0.389,0.179,0.111,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.228,0.389,0.389,0.389,0.389,0.219,0.803,0.389,0.389,0.389,0.389,0.389,0.389,0.488,0.389,0.389,0.389,0.389,0.553,0.389,0.389,0.389,0.389,0.389,0.389,0.803,0.389,0.389,0.389,0.389,0.389,0.389,0.077,0.488,0.195,0.389,0.488,0.389,0.389,0.389,0.389,0.389
244,244,0.207,0.034,0.207,0.207,0.207,0.207,0.534,0.034,0.207,0.207,0.207,0.066,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.455,0.207,0.207,0.207,0.207,0.221,0.207,0.034,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.066,0.207,0.207,0.207,0.034,0.034,0.207,0.207,0.034,0.034,0.404,0.207,0.207,0.207,0.230,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207
