,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31
368,368,0.138,0.130,0.138,0.609,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.433,0.347,0.177,0.138,0.638,0.138,0.138,0.138,0.138,0.342,0.545,0.138,0.357,0.136,0.138,0.188,0.138,0.233,0.324,0.138
369,369,0.182,0.171,0.182,0.511,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.161,0.290,0.232,0.182,0.652,0.182,0.182,0.182,0.182,0.301,0.224,0.182,0.300,0.148,0.182,0.300,0.182,0.223,0.166,0.182
370,370,0.533,0.406,0.533,0.669,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.521,0.657,0.533,0.533,0.669,0.533,0.533,0.533,0.533,0.669,0.533,0.533,0.533,0.437,0.533,0.669,0.533,0.669,0.533,0.533
371,371,0.427,0.428,0.427,0.600,0.427,0.427,0.427,0.427,0.427,0.427,0.427,0.427,0.427,0.427,0.551,0.543,0.427,0.598,0.427,0.427,0.427,0.427,0.427,0.458,0.427,0.427,0.427,0.427,0.427,0.427,0.427,0.427,0.427
372,372,0.046,0.040,0.040,0.409,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.087,0.059,0.259,0.046,0.228,0.046,0.046,0.046,0.046,0.091,0.125,0.046,0.046,0.047,0.042,0.049,0.045,0.073,0.046,0.046
373,373,0.279,0.279,0.257,0.650,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.405,0.253,0.659,0.279,0.595,0.279,0.279,0.279,0.279,0.345,0.404,0.279,0.279,0.379,0.279,0.255,0.371,0.345,0.279,0.279
374,374,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.350,0.197,0.313,0.201,0.325,0.313,0.313,0.313,0.195,0.313,0.313,0.313,0.313,0.316,0.313,0.313,0.316,0.313,0.326,0.260,0.313,0.313,0.313
375,375,0.122,0.137,0.122,0.532,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.340,0.177,0.344,0.122,0.580,0.122,0.122,0.122,0.122,0.269,0.534,0.122,0.190,0.184,0.122,0.150,0.161,0.268,0.122,0.122
376,376,0.368,0.368,0.368,0.660,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.156,0.493,0.333,0.368,0.660,0.368,0.368,0.368,0.368,0.660,0.201,0.239,0.168,0.368,0.368,0.147,0.368,0.201,0.164,0.368
377,377,0.103,0.102,0.109,0.373,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.112,0.597,0.137,0.103,0.627,0.103,0.103,0.103,0.103,0.203,0.117,0.100,0.113,0.095,0.108,0.091,0.127,0.117,0.230,0.103
378,378,0.531,0.483,0.531,0.498,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.557,0.531,0.634,0.531,0.570,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.557,0.531,0.531,0.531,0.531,0.531,0.531
379,379,0.065,0.062,0.065,0.369,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.084,0.104,0.087,0.065,0.306,0.065,0.065,0.065,0.065,0.107,0.083,0.075,0.072,0.066,0.069,0.069,0.077,0.080,0.099,0.065
380,380,0.385,0.327,0.385,0.528,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.448,0.451,0.385,0.385,0.642,0.385,0.385,0.385,0.385,0.385,0.394,0.385,0.385,0.385,0.385,0.385,0.374,0.385,0.385,0.385
381,381,0.327,0.327,0.327,0.264,0.327,0.327,0.327,0.184,0.327,0.327,0.311,0.327,0.327,0.327,0.258,0.190,0.327,0.258,0.327,0.327,0.327,0.327,0.327,0.327,0.258,0.213,0.327,0.327,0.267,0.327,0.327,0.327,0.327
382,382,0.311,0.311,0.311,0.488,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.460,0.315,0.311,0.460,0.311,0.311,0.311,0.311,0.311,0.311,0.198,0.518,0.311,0.145,0.311,0.304,0.311,0.454,0.311
383,383,0.046,0.050,0.046,0.221,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.053,0.116,0.110,0.046,0.291,0.046,0.046,0.046,0.046,0.085,0.048,0.056,0.069,0.046,0.051,0.068,0.096,0.055,0.086,0.046
384,384,0.433,0.374,0.433,0.639,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.549,0.433,0.433,0.433,0.648,0.433,0.433,0.433,0.433,0.433,0.474,0.433,0.433,0.389,0.433,0.433,0.433,0.433,0.433,0.433
385,385,0.150,0.164,0.150,0.574,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.194,0.291,0.631,0.150,0.538,0.150,0.150,0.150,0.150,0.228,0.138,0.194,0.125,0.122,0.150,0.129,0.167,0.132,0.295,0.150
386,386,0.436,0.445,0.436,0.604,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.532,0.436,0.554,0.436,0.635,0.436,0.436,0.436,0.436,0.436,0.438,0.436,0.436,0.469,0.436,0.436,0.534,0.436,0.436,0.436
387,387,0.385,0.385,0.385,0.638,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.320,0.357,0.385,0.582,0.385,0.385,0.385,0.385,0.385,0.385,0.245,0.385,0.385,0.348,0.385,0.382,0.385,0.385,0.385
388,388,0.430,0.430,0.430,0.653,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.653,0.387,0.430,0.653,0.430,0.430,0.430,0.430,0.430,0.430,0.593,0.509,0.430,0.430,0.430,0.430,0.430,0.545,0.430
389,389,0.195,0.176,0.182,0.644,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.361,0.349,0.626,0.195,0.370,0.195,0.195,0.195,0.195,0.195,0.344,0.195,0.195,0.166,0.190,0.195,0.195,0.195,0.195,0.195
390,390,0.365,0.205,0.365,0.634,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.661,0.365,0.395,0.365,0.661,0.365,0.365,0.365,0.365,0.464,0.653,0.365,0.365,0.638,0.365,0.365,0.365,0.464,0.365,0.365
391,391,0.326,0.326,0.326,0.579,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.208,0.429,0.326,0.667,0.326,0.326,0.326,0.326,0.667,0.259,0.180,0.326,0.326,0.208,0.208,0.180,0.259,0.208,0.326
392,392,0.279,0.279,0.279,0.210,0.279,0.252,0.279,0.252,0.279,0.279,0.288,0.279,0.279,0.279,0.216,0.173,0.252,0.279,0.240,0.279,0.238,0.237,0.279,0.279,0.195,0.165,0.279,0.202,0.200,0.305,0.279,0.279,0.279
393,393,0.127,0.122,0.127,0.259,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.131,0.428,0.605,0.127,0.296,0.127,0.127,0.127,0.127,0.227,0.157,0.295,0.137,0.124,0.118,0.129,0.114,0.157,0.482,0.127
394,394,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811
395,395,0.441,0.441,0.441,0.612,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.472,0.441,0.441,0.610,0.441,0.441,0.441,0.441,0.441,0.441,0.428,0.441,0.441,0.472,0.441,0.441,0.441,0.441,0.441
396,396,0.241,0.241,0.241,0.573,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.337,0.163,0.241,0.337,0.241,0.241,0.241,0.241,0.216,0.241,0.241,0.290,0.241,0.241,0.224,0.241,0.241,0.215,0.241
397,397,0.624,0.624,0.624,0.580,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.580,0.666,0.624,0.580,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624
398,398,0.171,0.167,0.171,0.511,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.167,0.288,0.145,0.171,0.633,0.171,0.171,0.171,0.171,0.223,0.165,0.223,0.171,0.171,0.163,0.242,0.171,0.171,0.223,0.171
399,399,0.535,0.535,0.535,0.645,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.643,0.643,0.535,0.643,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.642,0.535,0.535,0.535
400,400,0.343,0.343,0.343,0.527,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.298,0.296,0.405,0.343,0.527,0.343,0.343,0.343,0.343,0.527,0.349,0.343,0.343,0.343,0.343,0.343,0.343,0.527,0.343,0.343
401,401,0.175,0.175,0.175,0.455,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.117,0.323,0.133,0.175,0.343,0.175,0.175,0.175,0.175,0.230,0.117,0.117,0.134,0.175,0.102,0.101,0.101,0.117,0.278,0.175
402,402,0.436,0.436,0.436,0.625,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.367,0.436,0.455,0.436,0.436,0.436,0.436,0.456,0.436,0.436,0.379,0.436,0.436,0.436,0.436,0.436,0.436,0.436
403,403,0.647,0.647,0.647,0.597,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.649,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647
404,404,0.444,0.444,0.444,0.310,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.459,0.638,0.444,0.459,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.391,0.444
405,405,0.270,0.270,0.270,0.656,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.215,0.416,0.154,0.270,0.416,0.270,0.270,0.270,0.270,0.318,0.215,0.194,0.367,0.270,0.159,0.270,0.270,0.270,0.154,0.270
406,406,0.154,0.156,0.154,0.595,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.179,0.528,0.238,0.154,0.500,0.154,0.154,0.154,0.154,0.220,0.154,0.220,0.154,0.179,0.154,0.308,0.154,0.174,0.309,0.154
407,407,0.162,0.155,0.162,0.655,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.159,0.536,0.287,0.162,0.658,0.162,0.162,0.162,0.162,0.328,0.178,0.525,0.162,0.155,0.162,0.227,0.287,0.198,0.588,0.162
408,408,0.130,0.123,0.130,0.367,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.126,0.328,0.224,0.130,0.515,0.130,0.130,0.130,0.130,0.133,0.158,0.146,0.184,0.144,0.171,0.135,0.155,0.226,0.339,0.130
409,409,0.281,0.281,0.281,0.421,0.281,0.281,0.281,0.281,0.281,0.281,0.281,0.281,0.281,0.281,0.350,0.161,0.281,0.350,0.281,0.281,0.281,0.281,0.274,0.281,0.210,0.281,0.281,0.281,0.225,0.238,0.281,0.374,0.281
410,410,0.451,0.451,0.451,0.612,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.554,0.601,0.451,0.554,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.554,0.451,0.451,0.451,0.451,0.451,0.451,0.451
411,411,0.109,0.106,0.109,0.303,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.113,0.301,0.179,0.109,0.447,0.109,0.109,0.109,0.109,0.242,0.122,0.130,0.109,0.102,0.175,0.171,0.176,0.109,0.145,0.109
412,412,0.288,0.288,0.288,0.552,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.425,0.288,0.372,0.288,0.288,0.288,0.288,0.372,0.168,0.288,0.425,0.288,0.288,0.288,0.288,0.168,0.199,0.288
413,413,0.293,0.253,0.293,0.662,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.393,0.333,0.293,0.293,0.662,0.293,0.293,0.293,0.293,0.393,0.393,0.293,0.351,0.393,0.293,0.293,0.293,0.393,0.293,0.293
414,414,0.302,0.302,0.302,0.643,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.578,0.230,0.302,0.542,0.302,0.302,0.302,0.302,0.406,0.302,0.230,0.302,0.302,0.302,0.230,0.302,0.302,0.389,0.302
415,415,0.171,0.140,0.171,0.648,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.264,0.509,0.361,0.171,0.654,0.171,0.171,0.171,0.171,0.226,0.224,0.247,0.206,0.272,0.171,0.171,0.171,0.239,0.148,0.171
416,416,0.800,0.816,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.816,0.800,0.800,0.800,0.816,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800
417,417,0.081,0.081,0.081,0.110,0.081,0.074,0.081,0.081,0.081,0.081,0.105,0.081,0.081,0.074,0.083,0.118,0.081,0.095,0.081,0.081,0.081,0.081,0.091,0.210,0.080,0.090,0.317,0.080,0.128,0.111,0.083,0.081,0.081
418,418,0.095,0.078,0.094,0.426,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.078,0.148,0.095,0.095,0.355,0.095,0.095,0.095,0.095,0.124,0.078,0.077,0.067,0.078,0.073,0.096,0.086,0.095,0.089,0.095
419,419,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.548,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.548,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.485,0.711,0.711,0.711
420,420,0.147,0.127,0.147,0.597,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.143,0.158,0.445,0.147,0.605,0.147,0.147,0.147,0.147,0.155,0.203,0.145,0.181,0.156,0.264,0.147,0.210,0.170,0.145,0.147
421,421,0.367,0.386,0.367,0.629,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.386,0.625,0.264,0.367,0.653,0.367,0.367,0.367,0.367,0.367,0.367,0.309,0.625,0.358,0.367,0.367,0.367,0.367,0.367,0.367
422,422,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750
423,423,0.093,0.093,0.088,0.404,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.062,0.151,0.120,0.093,0.409,0.093,0.093,0.093,0.093,0.124,0.069,0.076,0.072,0.093,0.063,0.071,0.062,0.071,0.075,0.093
424,424,0.252,0.188,0.252,0.298,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.616,0.284,0.252,0.616,0.252,0.252,0.252,0.252,0.256,0.252,0.239,0.252,0.252,0.202,0.252,0.248,0.252,0.616,0.252
425,425,0.259,0.259,0.259,0.608,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.157,0.369,0.259,0.259,0.608,0.259,0.259,0.259,0.259,0.608,0.185,0.288,0.259,0.259,0.259,0.259,0.259,0.312,0.285,0.259
426,426,0.126,0.121,0.126,0.613,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.120,0.592,0.260,0.126,0.631,0.126,0.126,0.126,0.126,0.209,0.128,0.172,0.209,0.119,0.131,0.143,0.117,0.128,0.159,0.126
427,427,0.194,0.181,0.267,0.651,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.399,0.500,0.477,0.194,0.532,0.194,0.194,0.194,0.194,0.194,0.284,0.194,0.194,0.515,0.273,0.194,0.267,0.309,0.302,0.194
428,428,0.172,0.172,0.172,0.569,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.103,0.243,0.295,0.172,0.549,0.172,0.172,0.172,0.172,0.234,0.130,0.218,0.125,0.172,0.106,0.117,0.110,0.144,0.235,0.172
429,429,0.253,0.126,0.253,0.614,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.642,0.272,0.310,0.253,0.642,0.253,0.253,0.253,0.253,0.364,0.448,0.253,0.253,0.491,0.253,0.253,0.239,0.364,0.253,0.253
430,430,0.554,0.554,0.554,0.559,0.554,0.554,0.554,0.554,0.554,0.554,0.349,0.321,0.554,0.554,0.559,0.554,0.554,0.551,0.554,0.554,0.349,0.340,0.551,0.554,0.554,0.554,0.554,0.554,0.554,0.314,0.554,0.554,0.554
431,431,0.063,0.056,0.063,0.282,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.061,0.311,0.074,0.063,0.343,0.063,0.063,0.063,0.063,0.113,0.060,0.083,0.076,0.060,0.070,0.070,0.057,0.061,0.084,0.063
432,432,0.669,0.669,0.669,0.363,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.670,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.670,0.669,0.669,0.669,0.669,0.669,0.669,0.669
433,433,0.191,0.224,0.191,0.522,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.320,0.394,0.193,0.191,0.406,0.191,0.191,0.191,0.191,0.308,0.191,0.311,0.285,0.179,0.191,0.311,0.191,0.191,0.395,0.191
434,434,0.335,0.335,0.335,0.447,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.308,0.643,0.335,0.308,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.404,0.335,0.362,0.335,0.388,0.335,0.379,0.335
435,435,0.404,0.404,0.404,0.562,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.513,0.562,0.414,0.404,0.663,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.562,0.404,0.404,0.513,0.562,0.404,0.562,0.404
436,436,0.796,0.810,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.810,0.796,0.796,0.796,0.810,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796,0.796
437,437,0.165,0.165,0.165,0.633,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.107,0.615,0.149,0.165,0.633,0.165,0.165,0.165,0.165,0.332,0.121,0.184,0.165,0.165,0.141,0.118,0.112,0.108,0.157,0.165
438,438,0.320,0.335,0.320,0.534,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.424,0.320,0.413,0.320,0.217,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.504,0.413,0.320,0.320,0.320,0.320,0.320,0.320
439,439,0.221,0.151,0.173,0.611,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.329,0.338,0.286,0.221,0.626,0.221,0.221,0.221,0.221,0.313,0.341,0.221,0.221,0.379,0.221,0.221,0.229,0.340,0.221,0.221
440,440,0.289,0.289,0.289,0.591,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.420,0.379,0.289,0.569,0.289,0.289,0.289,0.289,0.569,0.289,0.535,0.270,0.289,0.289,0.289,0.289,0.289,0.202,0.289
441,441,0.604,0.604,0.604,0.588,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.564,0.590,0.604,0.564,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.592,0.604,0.604,0.604,0.604,0.604
442,442,0.291,0.256,0.291,0.660,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.182,0.660,0.283,0.291,0.660,0.291,0.291,0.291,0.291,0.660,0.182,0.660,0.184,0.162,0.291,0.269,0.291,0.170,0.660,0.291
443,443,0.219,0.199,0.219,0.663,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.178,0.260,0.333,0.219,0.555,0.219,0.219,0.219,0.219,0.340,0.178,0.219,0.219,0.177,0.219,0.219,0.219,0.171,0.241,0.219
444,444,0.660,0.660,0.660,0.591,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.524,0.589,0.660,0.524,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660
445,445,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782
446,446,0.408,0.408,0.408,0.343,0.153,0.166,0.153,0.169,0.408,0.408,0.219,0.408,0.408,0.250,0.186,0.408,0.408,0.282,0.408,0.408,0.408,0.408,0.282,0.291,0.204,0.199,0.259,0.408,0.241,0.408,0.291,0.408,0.408
447,447,0.546,0.448,0.546,0.653,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.441,0.661,0.546,0.654,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.421,0.546,0.546,0.546
448,448,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.527,0.792,0.535,0.792,0.792,0.535,0.792,0.792,0.792,0.522,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792
449,449,0.806,0.822,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.822,0.806,0.806,0.806,0.822,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806
450,450,0.334,0.334,0.334,0.557,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.407,0.238,0.334,0.585,0.334,0.334,0.334,0.334,0.334,0.334,0.252,0.318,0.334,0.334,0.383,0.334,0.334,0.269,0.334
451,451,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.615,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727
452,452,0.470,0.470,0.470,0.577,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.380,0.518,0.470,0.380,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.600,0.470,0.470,0.470,0.470,0.470,0.470,0.470
453,453,0.141,0.103,0.141,0.458,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.121,0.283,0.207,0.141,0.636,0.141,0.141,0.141,0.141,0.214,0.151,0.195,0.177,0.123,0.134,0.155,0.135,0.203,0.191,0.141
454,454,0.817,0.823,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.823,0.817,0.817,0.817,0.823,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817
455,455,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.506,0.735,0.735,0.506,0.504,0.735,0.735,0.735,0.504,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735
456,456,0.191,0.157,0.191,0.627,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.567,0.408,0.591,0.191,0.592,0.191,0.191,0.191,0.191,0.193,0.533,0.191,0.191,0.552,0.408,0.282,0.203,0.464,0.265,0.191
457,457,0.268,0.268,0.268,0.480,0.268,0.268,0.268,0.159,0.268,0.268,0.268,0.268,0.268,0.169,0.480,0.312,0.268,0.480,0.268,0.268,0.268,0.268,0.487,0.268,0.188,0.268,0.268,0.188,0.231,0.268,0.268,0.188,0.268
458,458,0.454,0.413,0.454,0.547,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.555,0.434,0.651,0.454,0.547,0.454,0.454,0.454,0.454,0.454,0.413,0.454,0.454,0.550,0.454,0.454,0.551,0.454,0.454,0.454
459,459,0.566,0.566,0.566,0.552,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.555,0.666,0.566,0.555,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.590,0.566,0.527,0.566,0.566,0.566
460,460,0.208,0.208,0.208,0.639,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.639,0.170,0.208,0.639,0.208,0.208,0.208,0.208,0.300,0.208,0.159,0.166,0.208,0.161,0.135,0.249,0.208,0.639,0.208
461,461,0.343,0.343,0.343,0.563,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.289,0.255,0.343,0.490,0.343,0.343,0.343,0.343,0.343,0.343,0.289,0.343,0.343,0.343,0.343,0.306,0.343,0.289,0.343
462,462,0.578,0.578,0.578,0.662,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.572,0.578,0.578,0.578,0.663,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578
463,463,0.279,0.196,0.279,0.478,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.298,0.279,0.426,0.279,0.370,0.279,0.279,0.279,0.279,0.294,0.298,0.279,0.249,0.298,0.279,0.279,0.279,0.281,0.279,0.279
464,464,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.597,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723
465,465,0.163,0.125,0.115,0.561,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.190,0.268,0.172,0.163,0.564,0.163,0.163,0.163,0.163,0.259,0.316,0.183,0.163,0.151,0.163,0.212,0.155,0.276,0.174,0.163
466,466,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.562,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759
467,467,0.669,0.669,0.669,0.651,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.654,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669
468,468,0.766,0.791,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.791,0.766,0.766,0.766,0.791,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766
469,469,0.675,0.675,0.675,0.606,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.607,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675
