,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36
1383,1383,0.071,0.024,0.127,0.071,0.024,0.071,0.071,0.028,0.071,0.071,0.071,0.209,0.028,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.739,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.024,0.071,0.739,0.071,0.071,0.739,0.739,0.152,0.739
1384,1384,0.102,0.134,0.244,0.164,0.134,0.102,0.102,0.181,0.102,0.025,0.102,0.102,0.181,0.102,0.082,0.375,0.102,0.082,0.102,0.128,0.102,0.102,0.102,0.102,0.083,0.528,0.128,0.241,0.102,0.077,0.102,0.058,0.115,0.102,0.058,0.102,0.037,0.058
1385,1385,0.030,0.093,0.028,0.021,0.093,0.108,0.008,0.024,0.030,0.030,0.030,0.030,0.024,0.017,0.030,0.030,0.030,0.030,0.030,0.029,0.030,0.030,0.030,0.064,0.077,0.030,0.029,0.234,0.030,0.030,0.030,0.064,0.064,0.064,0.064,0.064,0.030,0.064
1386,1386,0.079,0.041,0.091,0.079,0.041,0.079,0.079,0.095,0.024,0.336,0.024,0.079,0.095,0.079,0.032,0.079,0.079,0.032,0.079,0.049,0.024,0.079,0.214,0.079,0.044,0.073,0.049,0.245,0.042,0.022,0.079,0.024,0.215,0.024,0.024,0.024,0.042,0.024
1387,1387,0.024,0.024,0.024,0.030,0.024,0.024,0.024,0.030,0.008,0.024,0.008,0.024,0.030,0.024,0.024,0.024,0.024,0.024,0.023,0.070,0.023,0.024,0.023,0.146,0.024,0.024,0.070,0.024,0.024,0.024,0.024,0.070,0.070,0.070,0.070,0.030,0.024,0.070
1388,1388,0.265,0.146,0.634,0.933,0.146,0.265,0.265,0.638,0.265,0.265,0.265,0.265,0.638,0.265,0.332,0.265,0.265,0.332,0.265,0.332,0.265,0.265,0.265,0.265,0.265,0.737,0.332,0.355,0.332,0.332,0.265,0.332,0.265,0.265,0.265,0.773,0.265,0.332
1389,1389,0.943,0.451,0.963,0.183,0.451,0.943,0.788,0.751,0.943,0.790,0.943,0.918,0.751,0.943,0.451,0.788,0.943,0.451,0.183,0.099,0.943,0.943,0.943,0.943,0.943,0.952,0.099,0.943,0.518,0.195,0.943,0.099,0.943,0.451,0.248,0.277,0.943,0.099
1390,1390,0.105,0.164,0.099,0.293,0.123,0.287,0.247,0.100,0.105,0.105,0.105,0.105,0.100,0.105,0.068,0.243,0.105,0.068,0.105,0.086,0.105,0.105,0.105,0.105,0.159,0.132,0.086,0.245,0.161,0.070,0.105,0.161,0.105,0.423,0.170,0.111,0.133,0.161
1391,1391,0.231,0.021,0.200,0.231,0.021,0.231,0.231,0.162,0.231,0.231,0.231,0.231,0.162,0.231,0.021,0.231,0.231,0.021,0.231,0.202,0.231,0.231,0.231,0.231,0.262,0.082,0.202,0.231,0.231,0.023,0.231,0.192,0.192,0.082,0.192,0.231,0.231,0.192
1392,1392,0.010,0.021,0.043,0.021,0.021,0.010,0.010,0.043,0.010,0.011,0.010,0.096,0.043,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.012,0.096,0.010,0.010,0.010,0.014,0.010,0.065,0.010,0.010,0.010,0.010,0.012,0.199,0.010,0.061,0.199,0.010
1393,1393,0.045,0.038,0.043,0.043,0.026,0.045,0.045,0.061,0.028,0.034,0.028,0.268,0.061,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.539,0.045,0.539,0.045,0.045,0.026,0.045,0.138,0.045,0.030,0.045,0.539,0.539,0.539,0.539,0.145,0.045,0.539
1394,1394,0.009,0.009,0.014,0.009,0.009,0.009,0.009,0.009,0.009,0.041,0.009,0.467,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.005,0.009,0.009,0.009,0.009,0.005,0.004,0.005,0.009,0.009,0.009,0.009,0.018,0.004,0.009,0.004,0.009,0.042,0.018
1395,1395,0.042,0.032,0.256,0.042,0.032,0.042,0.110,0.138,0.042,0.042,0.042,0.042,0.138,0.042,0.032,0.042,0.042,0.032,0.042,0.032,0.042,0.042,0.042,0.110,0.042,0.042,0.032,0.042,0.042,0.032,0.042,0.110,0.042,0.042,0.042,0.042,0.042,0.110
1396,1396,0.974,0.974,0.971,0.974,0.974,0.974,0.680,0.819,0.974,0.974,0.974,0.974,0.819,0.974,0.974,0.975,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.992,0.975,0.974,0.974,0.975,0.974,0.974,0.974,0.974,0.974,0.975
1397,1397,0.061,0.061,0.118,0.061,0.061,0.061,0.061,0.118,0.061,0.055,0.061,0.423,0.118,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.423,0.061,0.061,0.061,0.017,0.061,0.061,0.061,0.061,0.061,0.061,0.067,0.423,0.061,0.423,0.417,0.061
1398,1398,0.009,0.009,0.014,0.009,0.009,0.009,0.009,0.014,0.009,0.073,0.009,0.169,0.014,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.065,0.197,0.009,0.009,0.009,0.007,0.009,0.059,0.009,0.009,0.009,0.009,0.060,0.061,0.009,0.011,0.035,0.009
1399,1399,0.009,0.009,0.011,0.009,0.010,0.009,0.009,0.011,0.004,0.103,0.004,0.150,0.011,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.004,0.009,0.030,0.007,0.009,0.015,0.009,0.009,0.009,0.009,0.009,0.030,0.052,0.030,0.030,0.107,0.009,0.030
1400,1400,0.074,0.074,0.070,0.074,0.074,0.074,0.074,0.064,0.506,0.074,0.506,0.128,0.064,0.074,0.074,0.152,0.074,0.074,0.074,0.074,0.101,0.074,0.049,0.074,0.074,0.120,0.074,0.169,0.150,0.040,0.150,0.122,0.506,0.506,0.049,0.120,0.488,0.122
1401,1401,0.759,0.615,0.764,0.615,0.615,0.787,0.746,0.778,0.759,0.759,0.759,0.759,0.778,0.759,0.759,0.595,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.639,0.759,0.911,0.653,0.759,0.533,0.653,0.759,0.759,0.759,0.957,0.759,0.653
1402,1402,0.617,0.596,0.615,0.442,0.596,0.617,0.622,0.645,0.617,0.617,0.617,0.617,0.645,0.617,0.617,0.920,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.645,0.617,0.626,0.617,0.179,0.617,0.617,0.617,0.617,0.617,0.709,0.617,0.617
1403,1403,0.706,0.706,0.705,0.706,0.706,0.706,0.706,0.631,0.010,0.706,0.706,0.706,0.631,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.010,0.706,0.706,0.706,0.706,0.706,0.010
1404,1404,0.920,0.100,0.912,0.920,0.100,0.920,0.920,0.920,0.090,0.920,0.920,0.940,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.676,0.920,0.920,0.920,0.920,0.920,0.920,0.974,0.920,0.920,0.920,0.055,0.920,0.920,0.920,0.982,0.920,0.055
1405,1405,0.972,0.910,0.992,0.972,0.910,0.972,0.975,0.957,0.972,0.972,0.972,0.972,0.957,0.972,0.957,0.990,0.972,0.910,0.972,0.957,0.972,0.972,0.972,0.972,0.972,0.972,0.957,0.992,0.990,0.972,0.913,0.990,0.972,0.972,0.972,0.992,0.972,0.990
1406,1406,0.080,0.023,0.075,0.080,0.023,0.080,0.065,0.086,0.504,0.080,0.504,0.080,0.086,0.080,0.023,0.065,0.080,0.023,0.080,0.024,0.504,0.080,0.504,0.080,0.111,0.084,0.024,0.080,0.065,0.102,0.080,0.026,0.504,0.504,0.088,0.080,0.102,0.026
1407,1407,0.229,0.229,0.177,0.229,0.229,0.229,0.229,0.177,0.229,0.229,0.229,0.229,0.177,0.229,0.229,0.229,0.229,0.229,0.229,0.361,0.229,0.229,0.229,0.229,0.361,0.181,0.361,0.478,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229
1408,1408,0.726,0.726,0.763,0.726,0.046,0.726,0.046,0.617,0.726,0.726,0.726,0.726,0.617,0.046,0.726,0.726,0.726,0.726,0.726,0.046,0.047,0.726,0.726,0.046,0.726,0.928,0.046,0.726,0.726,0.726,0.726,0.726,0.726,0.481,0.726,0.928,0.726,0.726
1409,1409,0.767,0.507,0.588,0.819,0.507,0.767,0.457,0.694,0.767,0.767,0.767,0.767,0.694,0.767,0.524,0.298,0.767,0.524,0.767,0.524,0.767,0.767,0.924,0.767,0.767,0.767,0.524,0.872,0.859,0.282,0.924,0.859,0.767,0.767,0.767,0.825,0.282,0.859
1410,1410,0.233,0.227,0.226,0.227,0.227,0.232,0.416,0.240,0.233,0.233,0.233,0.233,0.240,0.233,0.233,0.492,0.233,0.233,0.233,0.380,0.233,0.233,0.233,0.233,0.380,0.485,0.380,0.086,0.444,0.141,0.233,0.230,0.442,0.342,0.130,0.138,0.091,0.230
1411,1411,0.146,0.060,0.208,0.146,0.060,0.146,0.146,0.223,0.012,0.246,0.146,0.188,0.223,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.012,0.146,0.146,0.146,0.146,0.142,0.146,0.589,0.146,0.146,0.146,0.012,0.012,0.146,0.012,0.055,0.146,0.012
1412,1412,0.982,0.982,0.988,0.982,0.862,0.982,0.065,0.743,0.982,0.982,0.982,0.982,0.743,0.140,0.982,0.810,0.982,0.982,0.982,0.448,0.982,0.982,0.982,0.140,0.982,0.982,0.448,0.982,0.810,0.988,0.982,0.578,0.982,0.982,0.982,0.982,0.982,0.578
1413,1413,0.475,0.487,0.483,0.472,0.485,0.475,0.475,0.485,0.475,0.473,0.475,0.475,0.485,0.475,0.474,0.470,0.475,0.474,0.475,0.474,0.475,0.475,0.483,0.475,0.464,0.590,0.474,0.460,0.388,0.475,0.312,0.470,0.493,0.475,0.474,0.470,0.331,0.470
1414,1414,0.978,0.582,0.992,0.978,0.582,0.978,0.975,0.922,0.978,0.978,0.978,0.978,0.922,0.978,0.810,0.957,0.978,0.582,0.978,0.810,0.978,0.978,0.978,0.978,0.978,0.978,0.810,0.993,0.963,0.978,0.859,0.963,0.978,0.978,0.978,0.978,0.978,0.963
1415,1415,0.228,0.228,0.201,0.228,0.228,0.228,0.228,0.201,0.012,0.236,0.228,0.417,0.201,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.134,0.228,0.228,0.228,0.228,0.424,0.228,0.146,0.228,0.228,0.228,0.131,0.019,0.228,0.159,0.228,0.236,0.131
1416,1416,0.009,0.009,0.004,0.014,0.009,0.009,0.014,0.004,0.009,0.040,0.009,0.059,0.004,0.009,0.009,0.009,0.009,0.009,0.009,0.011,0.009,0.009,0.009,0.009,0.011,0.005,0.011,0.009,0.221,0.009,0.297,0.221,0.009,0.009,0.009,0.221,0.171,0.221
1417,1417,0.026,0.026,0.035,0.026,0.026,0.026,0.134,0.035,0.076,0.052,0.026,0.106,0.035,0.026,0.026,0.077,0.031,0.026,0.026,0.026,0.004,0.106,0.026,0.026,0.026,0.082,0.026,0.069,0.080,0.018,0.080,0.019,0.067,0.026,0.008,0.025,0.083,0.019
1418,1418,0.451,0.166,0.404,0.451,0.166,0.451,0.487,0.453,0.451,0.242,0.451,0.770,0.453,0.451,0.295,0.624,0.451,0.285,0.451,0.295,0.451,0.860,0.451,0.451,0.451,0.796,0.295,0.287,0.407,0.451,0.579,0.842,0.451,0.451,0.901,0.847,0.348,0.842
1419,1419,0.799,0.799,0.918,0.799,0.204,0.799,0.191,0.614,0.382,0.799,0.799,0.799,0.614,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.382,0.799,0.799,0.191,0.799,0.799,0.799,0.473,0.799,0.388,0.799,0.602,0.799,0.799,0.204,0.173,0.799,0.602
1420,1420,0.966,0.745,0.985,0.966,0.745,0.966,0.966,0.901,0.966,0.966,0.966,0.966,0.901,0.966,0.770,0.966,0.966,0.770,0.966,0.770,0.966,0.966,0.966,0.966,0.966,0.966,0.770,0.950,0.966,0.966,0.966,0.745,0.966,0.966,0.966,0.966,0.966,0.745
1421,1421,0.872,0.872,0.839,0.872,0.872,0.872,0.872,0.839,0.872,0.872,0.872,0.872,0.839,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.879,0.872,0.934,0.872,0.912,0.872,0.832,0.872,0.872,0.832,0.912,0.872,0.832
1422,1422,0.075,0.159,0.134,0.075,0.765,0.075,0.273,0.874,0.075,0.075,0.075,0.075,0.874,0.273,0.075,0.075,0.075,0.075,0.075,0.273,0.075,0.075,0.075,0.273,0.075,0.075,0.273,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.853,0.075,0.075
1423,1423,0.045,0.030,0.081,0.049,0.030,0.045,0.033,0.065,0.045,0.045,0.045,0.033,0.065,0.033,0.025,0.091,0.045,0.030,0.045,0.080,0.045,0.033,0.045,0.041,0.045,0.045,0.080,0.033,0.104,0.109,0.030,0.104,0.077,0.045,0.045,0.033,0.077,0.104
1424,1424,0.804,0.804,0.847,0.804,0.804,0.804,0.804,0.802,0.804,0.708,0.804,0.804,0.802,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.495,0.804,0.036,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.079,0.804,0.804
1425,1425,0.089,0.089,0.090,0.089,0.089,0.089,0.089,0.090,0.089,0.089,0.089,0.089,0.090,0.089,0.089,0.089,0.089,0.089,0.089,0.105,0.089,0.089,0.089,0.089,0.105,0.098,0.105,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089
1426,1426,0.988,0.733,0.988,0.988,0.733,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.886,0.977,0.988,0.733,0.988,0.886,0.988,0.988,0.988,0.988,0.988,0.988,0.886,0.988,0.979,0.988,0.921,0.979,0.988,0.988,0.988,0.988,0.988,0.979
1427,1427,0.181,0.181,0.142,0.181,0.181,0.181,0.181,0.219,0.481,0.624,0.481,0.181,0.219,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.481,0.181,0.481,0.181,0.181,0.172,0.181,0.378,0.181,0.058,0.181,0.558,0.134,0.139,0.171,0.227,0.181,0.558
1428,1428,0.096,0.096,0.396,0.096,0.021,0.096,0.021,0.101,0.151,0.309,0.096,0.680,0.101,0.021,0.096,0.096,0.711,0.096,0.096,0.021,0.030,0.087,0.096,0.021,0.096,0.491,0.021,0.087,0.030,0.096,0.096,0.366,0.096,0.096,0.030,0.087,0.008,0.366
1429,1429,0.872,0.872,0.839,0.872,0.872,0.872,0.872,0.837,0.872,0.872,0.872,0.872,0.837,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.889,0.872,0.933,0.872,0.914,0.872,0.832,0.872,0.872,0.832,0.914,0.872,0.832
1430,1430,0.238,0.064,0.260,0.177,0.064,0.238,0.239,0.240,0.238,0.295,0.238,0.238,0.240,0.238,0.072,0.239,0.238,0.077,0.238,0.077,0.238,0.238,0.238,0.238,0.238,0.449,0.077,0.054,0.060,0.169,0.238,0.219,0.219,0.062,0.238,0.541,0.334,0.219
1431,1431,0.267,0.112,0.266,0.267,0.112,0.267,0.506,0.324,0.267,0.267,0.267,0.267,0.324,0.267,0.186,0.611,0.267,0.186,0.267,0.303,0.267,0.267,0.267,0.267,0.144,0.267,0.303,0.267,0.161,0.186,0.267,0.161,0.267,0.267,0.144,0.267,0.186,0.161
1432,1432,0.147,0.042,0.392,0.125,0.042,0.147,0.142,0.203,0.147,0.301,0.147,0.665,0.203,0.147,0.011,0.121,0.147,0.036,0.147,0.011,0.073,0.801,0.195,0.147,0.147,0.272,0.011,0.341,0.027,0.027,0.195,0.027,0.429,0.307,0.147,0.307,0.744,0.027
1433,1433,0.190,0.190,0.194,0.190,0.190,0.190,0.190,0.194,0.020,0.221,0.190,0.190,0.194,0.190,0.190,0.190,0.190,0.190,0.190,0.190,0.020,0.190,0.190,0.190,0.190,0.282,0.190,0.743,0.190,0.190,0.190,0.015,0.045,0.543,0.015,0.187,0.190,0.015
1434,1434,0.734,0.590,0.617,0.734,0.590,0.734,0.569,0.514,0.734,0.734,0.734,0.734,0.514,0.734,0.280,0.831,0.734,0.280,0.734,0.280,0.734,0.734,0.734,0.734,0.734,0.168,0.280,0.526,0.569,0.373,0.734,0.725,0.734,0.734,0.734,0.405,0.185,0.725
1435,1435,0.986,0.660,0.983,0.986,0.660,0.983,0.968,0.946,0.986,0.986,0.986,0.986,0.946,0.986,0.153,0.968,0.986,0.660,0.986,0.153,0.986,0.986,0.986,0.986,0.986,0.918,0.153,0.844,0.153,0.549,0.986,0.153,0.986,0.549,0.986,0.983,0.986,0.153
1436,1436,0.872,0.741,0.869,0.872,0.411,0.872,0.959,0.754,0.872,0.872,0.872,0.988,0.754,0.165,0.527,0.872,0.872,0.527,0.872,0.527,0.872,0.872,0.872,0.527,0.872,0.320,0.527,0.954,0.527,0.380,0.872,0.527,0.872,0.872,0.872,0.872,0.761,0.527
1437,1437,0.062,0.062,0.126,0.062,0.062,0.062,0.062,0.279,0.062,0.118,0.062,0.522,0.279,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.077,0.062,0.062,0.062,0.205,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.077,0.062,0.077,0.522,0.062
1438,1438,0.289,0.289,0.297,0.289,0.289,0.289,0.519,0.472,0.263,0.289,0.263,0.289,0.472,0.289,0.289,0.289,0.289,0.289,0.263,0.263,0.263,0.289,0.263,0.415,0.289,0.289,0.263,0.289,0.289,0.289,0.289,0.263,0.289,0.289,0.289,0.263,0.289,0.263
1439,1439,0.053,0.053,0.025,0.173,0.053,0.053,0.053,0.065,0.053,0.053,0.053,0.053,0.065,0.053,0.053,0.053,0.053,0.053,0.053,0.037,0.053,0.053,0.053,0.133,0.033,0.036,0.037,0.441,0.053,0.053,0.053,0.022,0.027,0.064,0.033,0.086,0.086,0.022
1440,1440,0.018,0.018,0.016,0.018,0.018,0.018,0.018,0.016,0.087,0.043,0.087,0.018,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.013,0.047,0.018,0.042,0.018,0.013,0.015,0.013,0.018,0.018,0.018,0.018,0.042,0.031,0.030,0.015,0.047,0.018,0.042
1441,1441,0.023,0.023,0.055,0.023,0.023,0.023,0.023,0.052,0.072,0.028,0.023,0.028,0.052,0.023,0.023,0.023,0.044,0.023,0.023,0.023,0.004,0.171,0.023,0.023,0.023,0.152,0.023,0.086,0.023,0.012,0.023,0.008,0.116,0.023,0.008,0.079,0.090,0.008
1442,1442,0.393,0.314,0.661,0.314,0.429,0.393,0.027,0.429,0.849,0.636,0.849,0.393,0.429,0.012,0.393,0.393,0.393,0.393,0.393,0.530,0.113,0.393,0.849,0.012,0.393,0.393,0.530,0.423,0.393,0.393,0.393,0.113,0.849,0.849,0.849,0.113,0.393,0.113
1443,1443,0.580,0.580,0.323,0.580,0.580,0.580,0.580,0.547,0.580,0.509,0.580,0.245,0.547,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.245,0.580,0.580,0.580,0.580,0.580,0.323,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.991,0.580,0.580
1444,1444,0.578,0.738,0.813,0.266,0.738,0.578,0.836,0.660,0.578,0.287,0.578,0.693,0.660,0.578,0.822,0.570,0.811,0.578,0.578,0.822,0.578,0.578,0.578,0.578,0.578,0.578,0.822,0.804,0.543,0.403,0.570,0.601,0.578,0.578,0.578,0.779,0.578,0.601
1445,1445,0.091,0.091,0.105,0.091,0.041,0.091,0.091,0.122,0.054,0.091,0.091,0.525,0.122,0.091,0.091,0.091,0.561,0.091,0.091,0.091,0.015,0.132,0.091,0.041,0.091,0.123,0.091,0.536,0.091,0.091,0.091,0.018,0.091,0.163,0.136,0.536,0.045,0.018
1446,1446,0.420,0.256,0.412,0.420,0.256,0.420,0.420,0.402,0.420,0.503,0.420,0.479,0.402,0.420,0.266,0.420,0.420,0.266,0.420,0.457,0.503,0.438,0.420,0.420,0.232,0.420,0.457,0.425,0.450,0.405,0.420,0.425,0.409,0.438,0.410,0.438,0.423,0.425
1447,1447,0.445,0.301,0.458,0.296,0.301,0.775,0.442,0.439,0.445,0.445,0.445,0.445,0.439,0.445,0.061,0.445,0.445,0.061,0.445,0.061,0.083,0.445,0.445,0.445,0.445,0.269,0.061,0.406,0.206,0.236,0.445,0.206,0.445,0.206,0.445,0.686,0.296,0.206
1448,1448,0.923,0.060,0.949,0.923,0.060,0.923,0.923,0.851,0.923,0.923,0.923,0.923,0.851,0.923,0.252,0.923,0.923,0.252,0.923,0.138,0.923,0.923,0.923,0.923,0.923,0.923,0.138,0.923,0.060,0.138,0.923,0.163,0.923,0.923,0.923,0.923,0.923,0.163
1449,1449,0.334,0.042,0.481,0.334,0.042,0.334,0.334,0.431,0.334,0.334,0.334,0.745,0.431,0.334,0.050,0.334,0.334,0.050,0.334,0.142,0.334,0.334,0.334,0.334,0.395,0.334,0.142,0.032,0.058,0.056,0.334,0.058,0.334,0.334,0.334,0.255,0.024,0.058
1450,1450,0.071,0.055,0.133,0.071,0.043,0.071,0.036,0.021,0.071,0.071,0.071,0.388,0.021,0.071,0.028,0.203,0.071,0.055,0.071,0.141,0.071,0.048,0.071,0.079,0.071,0.071,0.141,0.388,0.115,0.169,0.024,0.134,0.104,0.071,0.071,0.390,0.104,0.134
1451,1451,0.055,0.055,0.051,0.055,0.055,0.055,0.055,0.051,0.055,0.106,0.055,0.102,0.051,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.088,0.055,0.033,0.751,0.055,0.687,0.751,0.055,0.055,0.055,0.097,0.102,0.751
1452,1452,0.937,0.716,0.922,0.937,0.716,0.937,0.936,0.937,0.937,0.929,0.937,0.739,0.937,0.937,0.223,0.921,0.937,0.223,0.937,0.223,0.937,0.937,0.937,0.937,0.937,0.909,0.223,0.926,0.934,0.223,0.937,0.934,0.937,0.223,0.937,0.733,0.937,0.934
1453,1453,0.818,0.483,0.819,0.818,0.483,0.818,0.715,0.561,0.818,0.818,0.818,0.962,0.561,0.818,0.316,0.825,0.818,0.380,0.818,0.316,0.818,0.955,0.818,0.818,0.818,0.706,0.316,0.927,0.444,0.514,0.483,0.444,0.818,0.818,0.818,0.541,0.818,0.444
1454,1454,0.246,0.430,0.347,0.430,0.430,0.246,0.246,0.582,0.049,0.246,0.246,0.364,0.582,0.246,0.246,0.301,0.761,0.246,0.246,0.246,0.246,0.761,0.246,0.246,0.246,0.246,0.246,0.391,0.269,0.246,0.301,0.068,0.246,0.246,0.371,0.761,0.115,0.068
1455,1455,0.136,0.065,0.121,0.136,0.065,0.136,0.136,0.127,0.136,0.136,0.136,0.388,0.127,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.877,0.032,0.862,0.877,0.136,0.136,0.136,0.877,0.032,0.877
1456,1456,0.823,0.403,0.851,0.823,0.403,0.823,0.823,0.780,0.823,0.512,0.823,0.977,0.780,0.823,0.304,0.823,0.823,0.304,0.823,0.304,0.823,0.823,0.823,0.304,0.823,0.816,0.304,0.948,0.437,0.304,0.823,0.415,0.823,0.823,0.823,0.943,0.109,0.415
1457,1457,0.353,0.920,0.286,0.920,0.935,0.353,0.302,0.654,0.353,0.353,0.353,0.353,0.654,0.045,0.353,0.353,0.353,0.353,0.353,0.045,0.353,0.353,0.353,0.045,0.353,0.308,0.045,0.865,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.583,0.353,0.353
1458,1458,0.284,0.284,0.284,0.284,0.084,0.284,0.022,0.240,0.517,0.746,0.517,0.284,0.240,0.022,0.284,0.284,0.284,0.284,0.284,0.022,0.517,0.284,0.517,0.022,0.284,0.327,0.022,0.284,0.284,0.284,0.284,0.517,0.077,0.517,0.517,0.746,0.284,0.517
1459,1459,0.028,0.016,0.043,0.028,0.016,0.028,0.071,0.229,0.037,0.028,0.029,0.119,0.229,0.028,0.016,0.028,0.028,0.016,0.028,0.016,0.035,0.019,0.028,0.008,0.028,0.028,0.016,0.056,0.016,0.008,0.028,0.015,0.021,0.028,0.021,0.009,0.028,0.015
1460,1460,0.621,0.317,0.615,0.317,0.317,0.708,0.605,0.614,0.621,0.621,0.621,0.316,0.614,0.621,0.621,0.634,0.316,0.621,0.621,0.621,0.177,0.621,0.634,0.316,0.621,0.769,0.621,0.676,0.170,0.621,0.634,0.170,0.621,0.621,0.316,0.357,0.316,0.170
1461,1461,0.048,0.034,0.030,0.034,0.034,0.048,0.048,0.047,0.018,0.100,0.018,0.048,0.047,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.128,0.048,0.018,0.048,0.048,0.140,0.048,0.203,0.048,0.048,0.048,0.018,0.014,0.018,0.128,0.128,0.048,0.018
1462,1462,0.164,0.214,0.091,0.164,0.214,0.164,0.398,0.175,0.164,0.164,0.164,0.164,0.175,0.164,0.214,0.164,0.164,0.214,0.164,0.214,0.164,0.164,0.164,0.181,0.164,0.164,0.214,0.162,0.164,0.124,0.164,0.309,0.164,0.063,0.309,0.063,0.164,0.309
1463,1463,0.987,0.771,0.987,0.997,0.771,0.986,0.988,0.986,0.987,0.987,0.987,0.987,0.986,0.987,0.977,0.990,0.987,0.939,0.987,0.977,0.987,0.987,0.987,0.987,0.987,0.987,0.977,0.996,0.977,0.987,0.988,0.977,0.987,0.987,0.987,0.987,0.987,0.977
1464,1464,0.554,0.348,0.100,0.554,0.348,0.554,0.811,0.423,0.554,0.554,0.554,0.962,0.423,0.554,0.365,0.657,0.554,0.153,0.554,0.365,0.554,0.554,0.554,0.554,0.554,0.554,0.365,0.968,0.676,0.554,0.153,0.676,0.554,0.554,0.588,0.554,0.554,0.676
1465,1465,0.010,0.010,0.028,0.010,0.010,0.010,0.010,0.028,0.010,0.041,0.010,0.124,0.028,0.010,0.010,0.010,0.010,0.010,0.010,0.018,0.010,0.124,0.010,0.010,0.018,0.072,0.018,0.010,0.010,0.010,0.010,0.010,0.076,0.124,0.010,0.316,0.124,0.010
1466,1466,0.124,0.124,0.270,0.124,0.124,0.124,0.124,0.270,0.124,0.046,0.124,0.818,0.270,0.124,0.124,0.124,0.108,0.124,0.124,0.124,0.124,0.855,0.124,0.124,0.124,0.118,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.732,0.124,0.732,0.732,0.124
1467,1467,0.934,0.934,0.935,0.934,0.934,0.934,0.935,0.935,0.934,0.934,0.934,0.992,0.935,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.561,0.934,0.934,0.934,0.934,0.934,0.835,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.561,0.934,0.934
1468,1468,0.125,0.094,0.169,0.112,0.094,0.125,0.158,0.206,0.125,0.125,0.125,0.125,0.206,0.125,0.062,0.125,0.125,0.062,0.125,0.162,0.125,0.125,0.125,0.125,0.162,0.198,0.162,0.404,0.125,0.062,0.125,0.134,0.125,0.125,0.134,0.125,0.099,0.134
1469,1469,0.545,0.545,0.499,0.545,0.545,0.545,0.545,0.504,0.545,0.517,0.545,0.788,0.504,0.545,0.737,0.308,0.545,0.545,0.545,0.311,0.545,0.415,0.545,0.311,0.545,0.469,0.311,0.746,0.308,0.244,0.545,0.304,0.545,0.788,0.545,0.438,0.415,0.304
