,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42
1386,1386,0.079,0.039,0.079,0.039,0.519,0.051,0.079,0.222,0.255,0.222,0.079,0.519,0.079,0.039,0.079,0.079,0.039,0.079,0.039,0.079,0.079,0.079,0.079,0.051,0.018,0.079,0.222,0.079,0.074,0.018,0.031,0.101,0.074,0.039,0.039,0.027,0.018,0.018,0.039,0.079,0.047,0.071,0.222,0.219
1387,1387,0.024,0.024,0.024,0.024,0.018,0.009,0.024,0.011,0.024,0.007,0.048,0.024,0.024,0.011,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.011,0.024,0.009,0.007,0.007,0.009,0.048,0.024,0.024,0.011,0.024,0.024,0.024,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.024,0.048,0.024
1388,1388,0.265,0.813,0.265,0.813,0.797,0.675,0.265,0.265,0.265,0.265,0.265,0.851,0.265,0.109,0.265,0.265,0.109,0.265,0.109,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.730,0.109,0.863,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.868,0.265
1389,1389,0.943,0.351,0.943,0.351,0.376,0.143,0.943,0.943,0.756,0.943,0.944,0.587,0.943,0.092,0.971,0.925,0.351,0.148,0.351,0.943,0.102,0.148,0.943,0.643,0.943,0.943,0.115,0.943,0.817,0.148,0.439,0.367,0.864,0.113,0.943,0.148,0.943,0.943,0.943,0.943,0.148,0.670,0.560,0.072
1390,1390,0.105,0.405,0.243,0.405,0.840,0.730,0.105,0.105,0.105,0.105,0.105,0.867,0.105,0.071,0.138,0.105,0.071,0.105,0.071,0.105,0.105,0.105,0.105,0.168,0.105,0.105,0.105,0.105,0.105,0.105,0.109,0.168,0.118,0.105,0.427,0.475,0.070,0.105,0.123,0.616,0.232,0.213,0.662,0.173
1391,1391,0.231,0.022,0.231,0.022,0.684,0.684,0.231,0.231,0.231,0.231,0.231,0.684,0.231,0.022,0.231,0.231,0.022,0.231,0.022,0.231,0.231,0.231,0.231,0.539,0.231,0.231,0.231,0.231,0.263,0.231,0.539,0.539,0.263,0.231,0.354,0.539,0.231,0.301,0.539,0.231,0.539,0.250,0.231,0.639
1392,1392,0.010,0.019,0.010,0.019,0.086,0.056,0.010,0.010,0.065,0.010,0.386,0.086,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.059,0.002,0.386,0.010,0.010,0.113,0.002,0.056,0.004,0.142,0.010,0.056,0.013,0.062,0.010,0.386,0.302,0.008,0.122,0.056,0.010
1393,1393,0.045,0.033,0.045,0.033,0.102,0.011,0.045,0.508,0.018,0.508,0.252,0.049,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.070,0.508,0.045,0.508,0.045,0.414,0.045,0.103,0.010,0.070,0.045,0.011,0.030,0.030,0.030,0.030,0.093,0.031,0.092,0.049,0.094
1394,1394,0.009,0.009,0.009,0.009,0.264,0.084,0.009,0.009,0.041,0.009,0.205,0.264,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.078,0.009,0.009,0.009,0.009,0.277,0.009,0.049,0.153,0.184,0.205,0.014,0.110,0.233,0.014,0.057,0.009,0.153,0.020,0.085,0.164
1395,1395,0.042,0.038,0.167,0.038,0.106,0.197,0.042,0.042,0.042,0.042,0.042,0.008,0.042,0.038,0.042,0.042,0.038,0.042,0.038,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.112,0.042,0.042,0.042,0.042,0.042,0.042,0.106,0.042,0.042,0.112,0.042,0.112,0.042,0.008,0.167,0.042
1396,1396,0.974,0.974,0.974,0.974,0.849,0.690,0.974,0.974,0.974,0.974,0.974,0.861,0.974,0.974,0.975,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.975,0.845,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
1397,1397,0.061,0.061,0.061,0.061,0.477,0.477,0.061,0.061,0.067,0.061,0.920,0.477,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.177,0.061,0.920,0.061,0.061,0.517,0.061,0.177,0.069,0.505,0.061,0.131,0.385,0.920,0.061,0.920,0.131,0.061,0.127,0.130,0.116
1398,1398,0.009,0.009,0.009,0.009,0.152,0.098,0.009,0.009,0.061,0.009,0.422,0.152,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.159,0.005,0.422,0.009,0.009,0.155,0.005,0.040,0.009,0.098,0.009,0.182,0.016,0.081,0.009,0.422,0.081,0.009,0.017,0.172,0.022
1399,1399,0.009,0.009,0.009,0.009,0.034,0.011,0.009,0.047,0.102,0.047,0.115,0.090,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.006,0.007,0.009,0.047,0.013,0.090,0.007,0.103,0.009,0.080,0.115,0.003,0.003,0.003,0.004,0.047,0.009,0.003,0.006,0.023,0.009
1400,1400,0.074,0.132,0.074,0.074,0.090,0.011,0.074,0.486,0.074,0.486,0.235,0.032,0.074,0.074,0.153,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.034,0.019,0.074,0.486,0.074,0.307,0.012,0.204,0.074,0.139,0.072,0.040,0.053,0.093,0.053,0.053,0.074,0.013,0.059,0.411,0.126
1401,1401,0.759,0.699,0.587,0.699,0.822,0.717,0.759,0.759,0.759,0.759,0.759,0.877,0.759,0.759,0.864,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.425,0.759,0.759,0.759,0.759,0.798,0.759,0.425,0.425,0.798,0.864,0.772,0.759,0.759,0.759,0.759,0.759,0.895,0.279,0.475,0.511
1402,1402,0.617,0.249,0.617,0.036,0.093,0.055,0.617,0.617,0.617,0.617,0.617,0.171,0.617,0.617,0.926,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.473,0.617,0.617,0.617,0.617,0.473,0.617,0.087,0.473,0.695,0.617,0.814,0.617,0.617,0.617,0.617,0.411,0.358,0.617,0.025,0.212
1403,1403,0.706,0.706,0.706,0.706,0.123,0.073,0.706,0.010,0.706,0.010,0.010,0.123,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.090,0.706,0.010,0.706,0.706,0.090,0.706,0.117,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.010,0.097,0.706
1404,1404,0.920,0.454,0.920,0.592,0.042,0.050,0.920,0.029,0.920,0.920,0.173,0.031,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.017,0.017,0.088,0.920,0.920,0.920,0.175,0.011,0.920,0.920,0.113,0.221,0.920,0.920,0.920,0.920,0.979,0.920,0.025,0.186,0.920
1405,1405,0.972,0.242,0.972,0.747,0.274,0.215,0.972,0.972,0.972,0.972,0.972,0.533,0.972,0.983,0.995,0.979,0.920,0.972,0.920,0.972,0.979,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.533,0.972,0.972,0.983,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.920,0.242,0.972
1406,1406,0.080,0.028,0.080,0.028,0.423,0.053,0.080,0.489,0.080,0.489,0.080,0.224,0.080,0.079,0.116,0.107,0.028,0.080,0.028,0.080,0.107,0.080,0.080,0.090,0.489,0.080,0.489,0.080,0.105,0.080,0.090,0.525,0.105,0.079,0.108,0.072,0.028,0.066,0.144,0.377,0.466,0.030,0.489,0.251
1407,1407,0.229,0.229,0.229,0.229,0.869,0.784,0.229,0.229,0.229,0.229,0.229,0.869,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.631,0.229,0.229,0.229,0.229,0.124,0.229,0.110,0.631,0.124,0.229,0.229,0.631,0.670,0.229,0.229,0.229,0.631,0.631,0.229,0.776
1408,1408,0.726,0.726,0.034,0.726,0.026,0.049,0.726,0.726,0.726,0.726,0.726,0.026,0.726,0.726,0.726,0.726,0.726,0.726,0.726,0.034,0.726,0.726,0.726,0.039,0.051,0.726,0.726,0.034,0.171,0.051,0.135,0.343,0.894,0.726,0.726,0.726,0.726,0.726,0.726,0.726,0.022,0.051,0.053,0.283
1409,1409,0.767,0.579,0.767,0.579,0.796,0.672,0.767,0.767,0.767,0.767,0.767,0.799,0.767,0.358,0.850,0.767,0.358,0.767,0.358,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.909,0.767,0.767,0.767,0.909,0.850,0.759,0.767,0.310,0.767,0.767,0.369,0.328,0.608,0.387,0.328
1410,1410,0.233,0.363,0.560,0.226,0.235,0.091,0.233,0.233,0.233,0.233,0.233,0.316,0.233,0.233,0.382,0.233,0.233,0.233,0.233,0.233,0.233,0.233,0.233,0.609,0.233,0.382,0.233,0.233,0.538,0.233,0.145,0.609,0.538,0.273,0.544,0.307,0.156,0.382,0.390,0.175,0.304,0.573,0.077,0.355
1411,1411,0.146,0.101,0.146,0.101,0.028,0.054,0.146,0.012,0.075,0.012,0.081,0.065,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.008,0.012,0.146,0.146,0.146,0.059,0.146,0.115,0.101,0.677,0.146,0.010,0.010,0.146,0.012,0.146,0.012,0.012,0.146,0.100,0.146
1412,1412,0.982,0.982,0.049,0.982,0.108,0.659,0.982,0.982,0.982,0.982,0.982,0.160,0.982,0.982,0.975,0.982,0.982,0.982,0.982,0.043,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.043,0.982,0.982,0.982,0.982,0.982,0.222,0.975,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.923
1413,1413,0.475,0.766,0.475,0.766,0.940,0.843,0.475,0.475,0.467,0.475,0.475,0.958,0.475,0.333,0.290,0.475,0.333,0.475,0.333,0.475,0.475,0.475,0.475,0.577,0.475,0.475,0.475,0.475,0.465,0.475,0.576,0.577,0.465,0.251,0.587,0.475,0.475,0.482,0.578,0.518,0.302,0.306,0.775,0.414
1414,1414,0.978,0.483,0.978,0.483,0.769,0.664,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.954,0.994,0.934,0.597,0.978,0.597,0.978,0.934,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.788,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.597,0.597,0.978
1415,1415,0.228,0.228,0.228,0.228,0.117,0.064,0.228,0.184,0.060,0.149,0.184,0.117,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.126,0.149,0.023,0.228,0.228,0.132,0.397,0.146,0.228,0.370,0.228,0.031,0.228,0.228,0.032,0.579,0.160,0.184,0.228,0.138,0.526
1416,1416,0.009,0.177,0.009,0.009,0.114,0.049,0.009,0.009,0.032,0.009,0.452,0.114,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.163,0.009,0.009,0.009,0.009,0.108,0.009,0.145,0.020,0.073,0.112,0.092,0.020,0.062,0.167,0.009,0.009,0.020,0.121,0.068,0.028
1417,1417,0.026,0.026,0.026,0.026,0.041,0.021,0.026,0.063,0.018,0.026,0.042,0.057,0.026,0.026,0.080,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.187,0.061,0.034,0.026,0.026,0.061,0.182,0.264,0.041,0.088,0.047,0.092,0.187,0.056,0.063,0.034,0.020,0.145,0.032,0.080,0.107
1418,1418,0.451,0.171,0.451,0.171,0.208,0.146,0.451,0.451,0.242,0.451,0.274,0.513,0.451,0.588,0.626,0.571,0.337,0.451,0.337,0.451,0.571,0.451,0.451,0.131,0.451,0.778,0.451,0.451,0.517,0.288,0.164,0.432,0.517,0.514,0.195,0.451,0.778,0.451,0.877,0.250,0.735,0.701,0.208,0.184
1419,1419,0.799,0.799,0.381,0.799,0.047,0.015,0.799,0.155,0.799,0.155,0.250,0.367,0.799,0.799,0.799,0.799,0.799,0.381,0.799,0.799,0.799,0.799,0.799,0.155,0.115,0.048,0.799,0.381,0.350,0.052,0.367,0.799,0.799,0.008,0.381,0.147,0.147,0.799,0.146,0.146,0.147,0.155,0.561,0.147
1420,1420,0.966,0.439,0.966,0.439,0.439,0.663,0.966,0.966,0.966,0.966,0.966,0.744,0.966,0.794,0.966,0.966,0.794,0.966,0.794,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.721,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966
1421,1421,0.872,0.872,0.872,0.872,0.590,0.493,0.872,0.872,0.872,0.872,0.872,0.846,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.675,0.872,0.872,0.872,0.675,0.507,0.872,0.507,0.295,0.872,0.585,0.295,0.507,0.872,0.872,0.350
1422,1422,0.075,0.639,0.065,0.639,0.164,0.519,0.075,0.075,0.075,0.075,0.075,0.065,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.110,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.110,0.075,0.075,0.075,0.075,0.075,0.075,0.639,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.639,0.075
1423,1423,0.045,0.018,0.141,0.018,0.051,0.054,0.045,0.045,0.045,0.045,0.167,0.048,0.045,0.104,0.078,0.106,0.065,0.045,0.065,0.048,0.106,0.045,0.045,0.045,0.045,0.167,0.045,0.141,0.045,0.045,0.045,0.045,0.045,0.104,0.141,0.045,0.167,0.028,0.048,0.069,0.046,0.211,0.299,0.088
1424,1424,0.804,0.569,0.804,0.804,0.187,0.088,0.804,0.804,0.367,0.804,0.804,0.187,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.367,0.804,0.804,0.804,0.804,0.717,0.804,0.061,0.804,0.820,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.207,0.188
1425,1425,0.089,0.089,0.089,0.089,0.795,0.795,0.089,0.089,0.089,0.089,0.089,0.795,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.530,0.089,0.089,0.089,0.089,0.075,0.089,0.075,0.530,0.075,0.089,0.089,0.885,0.498,0.089,0.093,0.089,0.366,0.885,0.089,0.521
1426,1426,0.988,0.648,0.988,0.648,0.821,0.731,0.988,0.988,0.988,0.988,0.988,0.967,0.988,0.974,0.997,0.963,0.724,0.988,0.724,0.988,0.963,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.880,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.724,0.724,0.967
1427,1427,0.181,0.181,0.181,0.181,0.447,0.070,0.181,0.543,0.438,0.543,0.181,0.704,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.089,0.139,0.181,0.543,0.181,0.742,0.139,0.089,0.181,0.209,0.132,0.089,0.033,0.114,0.139,0.502,0.073,0.545,0.181,0.190,0.227
1428,1428,0.096,0.096,0.021,0.096,0.022,0.019,0.096,0.092,0.231,0.096,0.238,0.022,0.096,0.096,0.096,0.096,0.096,0.096,0.096,0.015,0.096,0.096,0.096,0.016,0.013,0.122,0.096,0.015,0.060,0.135,0.053,0.096,0.495,0.416,0.010,0.577,0.577,0.096,0.577,0.432,0.267,0.024,0.144,0.122
1429,1429,0.872,0.872,0.872,0.872,0.590,0.493,0.872,0.872,0.872,0.872,0.872,0.846,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.676,0.872,0.872,0.872,0.676,0.511,0.872,0.511,0.295,0.872,0.585,0.295,0.511,0.872,0.872,0.482
1430,1430,0.238,0.061,0.238,0.040,0.125,0.062,0.238,0.238,0.060,0.238,0.238,0.249,0.238,0.120,0.350,0.240,0.040,0.238,0.040,0.238,0.240,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.152,0.238,0.310,0.238,0.467,0.144,0.521,0.496,0.145,0.145,0.145,0.238,0.640,0.238,0.266,0.339
1431,1431,0.267,0.180,0.267,0.180,0.686,0.686,0.267,0.267,0.267,0.267,0.267,0.786,0.267,0.180,0.349,0.267,0.180,0.267,0.180,0.267,0.267,0.267,0.267,0.235,0.267,0.267,0.267,0.267,0.267,0.267,0.305,0.235,0.267,0.306,0.752,0.471,0.267,0.267,0.176,0.267,0.235,0.216,0.267,0.768
1432,1432,0.147,0.060,0.147,0.060,0.109,0.064,0.147,0.147,0.456,0.147,0.798,0.195,0.147,0.032,0.121,0.105,0.025,0.147,0.025,0.147,0.105,0.147,0.147,0.434,0.071,0.798,0.147,0.147,0.266,0.071,0.212,0.147,0.486,0.056,0.135,0.380,0.131,0.147,0.372,0.236,0.085,0.275,0.300,0.062
1433,1433,0.190,0.190,0.190,0.190,0.163,0.084,0.190,0.020,0.094,0.020,0.020,0.163,0.190,0.190,0.190,0.190,0.190,0.190,0.190,0.190,0.190,0.190,0.190,0.086,0.020,0.190,0.190,0.190,0.197,0.190,0.193,0.190,0.676,0.190,0.018,0.022,0.190,0.020,0.190,0.020,0.020,0.023,0.193,0.149
1434,1434,0.734,0.347,0.734,0.347,0.779,0.677,0.734,0.734,0.734,0.734,0.734,0.839,0.734,0.260,0.814,0.734,0.260,0.734,0.260,0.734,0.734,0.734,0.734,0.477,0.734,0.734,0.734,0.734,0.294,0.734,0.477,0.477,0.294,0.683,0.675,0.734,0.734,0.734,0.734,0.499,0.220,0.432,0.432,0.367
1435,1435,0.986,0.566,0.926,0.566,0.808,0.689,0.986,0.986,0.986,0.986,0.986,0.913,0.986,0.449,0.993,0.950,0.442,0.986,0.442,0.986,0.950,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.973,0.986,0.986,0.986,0.973,0.840,0.986,0.986,0.442,0.986,0.986,0.986,0.986,0.986,0.986,0.565
1436,1436,0.872,0.731,0.161,0.821,0.110,0.011,0.872,0.872,0.872,0.872,0.982,0.119,0.872,0.686,0.872,0.872,0.686,0.872,0.686,0.316,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.101,0.133,0.872,0.345,0.872,0.133,0.196,0.635,0.872,0.872,0.872,0.686,0.635,0.872,0.872,0.033,0.142
1437,1437,0.062,0.062,0.062,0.062,0.253,0.015,0.062,0.062,0.110,0.062,0.746,0.253,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.406,0.062,0.746,0.062,0.062,0.133,0.062,0.406,0.062,0.407,0.062,0.746,0.062,0.081,0.062,0.746,0.746,0.019,0.081,0.020,0.137
1438,1438,0.289,0.289,0.183,0.289,0.183,0.130,0.289,0.332,0.289,0.332,0.289,0.289,0.289,0.332,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.332,0.289,0.332,0.332,0.289,0.332,0.183,0.289,0.289,0.332,0.289,0.289,0.025,0.023,0.289,0.289,0.183,0.289,0.289,0.289,0.187,0.024,0.289
1439,1439,0.053,0.053,0.053,0.053,0.200,0.127,0.053,0.053,0.053,0.030,0.053,0.363,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.137,0.053,0.053,0.053,0.030,0.061,0.053,0.061,0.137,0.061,0.053,0.149,0.056,0.193,0.043,0.106,0.030,0.071,0.616,0.124,0.160
1440,1440,0.018,0.018,0.018,0.018,0.594,0.051,0.018,0.091,0.105,0.091,0.018,0.594,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.012,0.005,0.018,0.091,0.018,0.509,0.005,0.012,0.021,0.150,0.018,0.012,0.012,0.005,0.007,0.010,0.018,0.012,0.018,0.091,0.130
1441,1441,0.023,0.023,0.023,0.023,0.039,0.025,0.023,0.039,0.010,0.023,0.036,0.039,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.042,0.034,0.050,0.023,0.023,0.041,0.150,0.193,0.023,0.095,0.015,0.022,0.502,0.069,0.039,0.050,0.036,0.127,0.050,0.158,0.144
1442,1442,0.393,0.365,0.033,0.365,0.069,0.062,0.393,0.662,0.462,0.662,0.393,0.069,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.016,0.393,0.393,0.393,0.107,0.107,0.393,0.662,0.016,0.393,0.107,0.107,0.393,0.393,0.016,0.107,0.107,0.039,0.107,0.107,0.393,0.107,0.276,0.662,0.393
1443,1443,0.580,0.580,0.580,0.580,0.247,0.458,0.580,0.580,0.247,0.580,0.976,0.247,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.976,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.369,0.580,0.976,0.976,0.580,0.145,0.247,0.369
1444,1444,0.578,0.650,0.578,0.624,0.056,0.053,0.578,0.578,0.044,0.578,0.781,0.054,0.578,0.807,0.431,0.807,0.578,0.578,0.578,0.578,0.807,0.578,0.790,0.021,0.578,0.578,0.578,0.578,0.160,0.578,0.173,0.339,0.578,0.866,0.603,0.578,0.578,0.578,0.578,0.730,0.753,0.534,0.162,0.578
1445,1445,0.091,0.154,0.091,0.091,0.046,0.024,0.091,0.069,0.091,0.010,0.175,0.104,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.008,0.010,0.106,0.091,0.059,0.104,0.072,0.104,0.091,0.393,0.091,0.060,0.462,0.202,0.022,0.119,0.074,0.076,0.148,0.014,0.462
1446,1446,0.420,0.149,0.420,0.149,0.219,0.158,0.420,0.420,0.151,0.420,0.603,0.140,0.420,0.239,0.420,0.420,0.239,0.420,0.239,0.420,0.420,0.420,0.420,0.200,0.103,0.474,0.420,0.420,0.076,0.103,0.100,0.290,0.420,0.249,0.174,0.310,0.474,0.431,0.625,0.339,0.141,0.094,0.193,0.301
1447,1447,0.445,0.260,0.630,0.232,0.138,0.063,0.445,0.445,0.445,0.445,0.445,0.212,0.445,0.056,0.445,0.445,0.056,0.445,0.056,0.445,0.445,0.445,0.445,0.081,0.082,0.445,0.445,0.445,0.527,0.082,0.408,0.355,0.705,0.056,0.375,0.214,0.445,0.445,0.445,0.513,0.304,0.798,0.133,0.189
1448,1448,0.923,0.034,0.923,0.034,0.666,0.666,0.923,0.923,0.923,0.923,0.923,0.769,0.923,0.326,0.923,0.923,0.326,0.923,0.326,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.100,0.923,0.692,0.923,0.923,0.923,0.923,0.692,0.692,0.923,0.878
1449,1449,0.334,0.151,0.334,0.039,0.073,0.055,0.334,0.334,0.334,0.334,0.735,0.042,0.334,0.021,0.334,0.334,0.021,0.334,0.021,0.334,0.334,0.334,0.334,0.508,0.334,0.334,0.334,0.334,0.334,0.334,0.148,0.378,0.334,0.048,0.246,0.280,0.334,0.334,0.334,0.282,0.410,0.383,0.212,0.343
1450,1450,0.071,0.023,0.143,0.023,0.051,0.102,0.071,0.071,0.071,0.071,0.218,0.071,0.071,0.139,0.147,0.138,0.092,0.071,0.092,0.071,0.138,0.071,0.071,0.071,0.071,0.218,0.071,0.143,0.071,0.071,0.071,0.071,0.071,0.139,0.060,0.071,0.218,0.082,0.071,0.028,0.028,0.333,0.168,0.120
1451,1451,0.055,0.248,0.055,0.055,0.118,0.047,0.055,0.055,0.046,0.055,0.826,0.118,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.046,0.055,0.055,0.055,0.055,0.134,0.055,0.273,0.055,0.228,0.642,0.248,0.055,0.055,0.848,0.055,0.055,0.055,0.457,0.095,0.025
1452,1452,0.937,0.279,0.905,0.279,0.650,0.067,0.937,0.937,0.740,0.937,0.989,0.839,0.937,0.668,0.972,0.881,0.332,0.937,0.332,0.937,0.881,0.937,0.937,0.685,0.937,0.937,0.937,0.937,0.696,0.937,0.410,0.685,0.696,0.668,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.677,0.425,0.405
1453,1453,0.818,0.151,0.818,0.151,0.034,0.018,0.818,0.818,0.818,0.818,0.959,0.277,0.818,0.723,0.756,0.721,0.482,0.818,0.482,0.818,0.721,0.818,0.818,0.206,0.818,0.957,0.818,0.818,0.259,0.818,0.433,0.311,0.746,0.406,0.839,0.818,0.818,0.818,0.818,0.818,0.818,0.482,0.056,0.730
1454,1454,0.246,0.270,0.246,0.271,0.135,0.031,0.246,0.064,0.246,0.017,0.095,0.135,0.246,0.246,0.295,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.085,0.246,0.095,0.246,0.246,0.085,0.095,0.080,0.246,0.246,0.295,0.030,0.423,0.423,0.070,0.423,0.504,0.458,0.295,0.151,0.246
1455,1455,0.136,0.068,0.136,0.145,0.093,0.046,0.136,0.136,0.136,0.136,0.960,0.138,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.038,0.136,0.136,0.136,0.136,0.044,0.136,0.078,0.038,0.136,0.867,0.237,0.136,0.136,0.136,0.136,0.136,0.136,0.691,0.078,0.090
1456,1456,0.823,0.714,0.823,0.714,0.019,0.011,0.823,0.823,0.476,0.823,0.973,0.025,0.823,0.465,0.823,0.823,0.465,0.823,0.465,0.823,0.823,0.823,0.823,0.326,0.078,0.823,0.823,0.465,0.227,0.078,0.259,0.714,0.227,0.010,0.523,0.823,0.823,0.823,0.465,0.523,0.823,0.823,0.026,0.082
1457,1457,0.353,0.856,0.014,0.856,0.177,0.543,0.353,0.353,0.353,0.353,0.353,0.181,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.042,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.042,0.115,0.353,0.353,0.353,0.665,0.353,0.853,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.856,0.184
1458,1458,0.284,0.284,0.020,0.284,0.214,0.050,0.284,0.620,0.539,0.620,0.284,0.214,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.074,0.284,0.284,0.284,0.034,0.081,0.284,0.620,0.074,0.789,0.081,0.034,0.089,0.193,0.284,0.036,0.036,0.036,0.081,0.620,0.284,0.620,0.284,0.140,0.147
1459,1459,0.028,0.054,0.065,0.033,0.040,0.011,0.028,0.029,0.028,0.095,0.129,0.028,0.028,0.013,0.028,0.028,0.013,0.028,0.013,0.028,0.028,0.028,0.028,0.029,0.029,0.022,0.095,0.024,0.028,0.018,0.052,0.028,0.028,0.008,0.065,0.028,0.028,0.053,0.028,0.029,0.029,0.068,0.048,0.028
1460,1460,0.621,0.301,0.474,0.293,0.141,0.065,0.621,0.621,0.621,0.621,0.316,0.151,0.621,0.621,0.573,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.129,0.135,0.316,0.621,0.316,0.275,0.135,0.270,0.461,0.495,0.573,0.086,0.354,0.316,0.621,0.621,0.207,0.316,0.153,0.113,0.700
1461,1461,0.048,0.048,0.048,0.048,0.347,0.010,0.048,0.296,0.240,0.296,0.048,0.347,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.012,0.014,0.048,0.296,0.048,0.034,0.014,0.012,0.059,0.138,0.048,0.015,0.003,0.014,0.014,0.014,0.048,0.003,0.009,0.296,0.128
